record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,cost_anomaly
gcp-cost-021-00652,2026-04-22,project-22,cloud-sql,us-central1,dev,finops,latency,73.143,8.148,0.541,193.375,91.748,1
gcp-cost-021-00653,2026-04-23,project-15,cloud-sql,us-east1,staging,data,quality,25.826,10.051,0.681,90.957,69.591,1
gcp-cost-021-00654,2026-04-24,project-23,gke,us-east1,prod,mlops,latency,80.769,10.098,0.475,167.124,92.828,1
gcp-cost-021-00655,2026-04-25,project-11,compute,global,prod,backend,latency,68.264,4.879,0.423,43.933,56.489,0
gcp-cost-021-00656,2026-04-26,project-14,pubsub,us-central1,dev,platform,reliability,44.839,12.696,0.58,214.407,96.885,1
gcp-cost-021-00657,2026-04-27,project-08,compute,europe-west1,prod,mlops,security,89.747,8.029,0.756,76.457,87.756,1
gcp-cost-021-00658,2026-04-28,project-22,cloud-sql,global,staging,platform,quality,38.458,11.537,0.705,106.9,80.645,1
gcp-cost-021-00659,2026-04-29,project-22,pubsub,europe-west1,prod,data,security,65.366,12.257,0.423,182.519,92.9,1
gcp-cost-021-00660,2026-04-30,project-09,pubsub,us-east1,prod,security,cost,63.734,7.095,0.809,143.016,88.033,1
gcp-cost-021-00661,2026-05-01,project-15,cloud-run,us-east1,prod,backend,quality,70.111,9.793,0.541,82.071,78.293,1
gcp-cost-021-00662,2026-05-02,project-23,compute,us-east1,prod,security,security,62.234,8.38,0.64,150.703,85.713,1
gcp-cost-021-00663,2026-05-03,project-21,vertex-ai,europe-west1,prod,mlops,latency,84.87,6.858,0.541,126.385,83.073,1
gcp-cost-021-00664,2026-05-04,project-13,cloud-sql,global,dev,finops,reliability,69.524,9.811,0.493,32.799,69.264,1
gcp-cost-021-00665,2026-05-05,project-24,vertex-ai,asia-south1,sandbox,data,cost,51.495,5.858,0.189,183.196,65.023,0
gcp-cost-021-00666,2026-05-06,project-17,gke,us-central1,sandbox,security,latency,20.343,15.607,0.529,5.525,62.857,0
gcp-cost-021-00667,2026-05-07,project-22,gke,europe-west1,dev,finops,quality,19.826,15.338,0.307,168.355,78.025,1
gcp-cost-021-00668,2026-05-08,project-18,cloud-run,europe-west1,prod,security,cost,79.256,13.003,0.744,190.375,100,1
gcp-cost-021-00669,2026-05-09,project-24,vertex-ai,global,prod,platform,cost,66.349,7.151,0.618,74.329,72.377,1
gcp-cost-021-00670,2026-05-10,project-05,bigquery,us-east1,prod,backend,reliability,68.847,9.827,0.544,141.765,86.74,1
gcp-cost-021-00671,2026-05-11,project-11,gke,us-central1,prod,platform,reliability,36.284,3.987,0.425,115.616,53.738,0
gcp-cost-021-00672,2026-05-12,project-20,vertex-ai,global,prod,mlops,reliability,75.357,6.193,0.697,147.446,86.723,1
gcp-cost-021-00673,2026-05-13,project-18,bigquery,europe-west1,staging,security,reliability,61.86,19.437,0.437,73.583,93.03,1
gcp-cost-021-00674,2026-05-14,project-08,compute,asia-south1,prod,security,cost,68.809,10.941,0.704,83.576,86.44,1
gcp-cost-021-00675,2026-05-15,project-17,pubsub,europe-west1,dev,mlops,cost,35.654,19.583,0.229,143.42,87.103,1
gcp-cost-021-00676,2026-05-16,project-14,vertex-ai,global,prod,platform,security,51.351,9.557,0.39,107.254,69.564,1
gcp-cost-021-00677,2026-05-17,project-05,gke,asia-south1,prod,finops,latency,33.295,5.528,0.543,39.204,49.274,0
gcp-cost-021-00678,2026-05-18,project-14,vertex-ai,us-east1,dev,finops,security,48.189,5.475,0.231,66.669,47.449,0
gcp-cost-021-00679,2026-05-19,project-22,gke,global,prod,platform,latency,71.657,7.845,0.362,158.089,79.11,1
gcp-cost-021-00680,2026-05-20,project-08,cloud-sql,europe-west1,dev,finops,cost,76.186,22.118,0.149,92.95,97.044,1
gcp-cost-021-00681,2026-05-21,project-22,compute,global,staging,platform,quality,58.283,6.388,0.482,0.0,52.174,0
gcp-cost-021-00682,2026-05-22,project-04,vertex-ai,global,dev,platform,quality,53.991,6.415,0.736,144.383,80.681,1
gcp-cost-021-00683,2026-05-23,project-01,compute,global,dev,mlops,security,52.01,9.278,0.415,70.318,64.632,0
gcp-cost-021-00684,2026-05-24,project-23,vertex-ai,global,prod,data,latency,86.639,6.675,0.399,57.072,68.187,1
gcp-cost-021-00685,2026-05-25,project-18,gke,asia-south1,dev,backend,latency,58.82,6.841,0.526,62.893,64.131,0
gcp-cost-021-00686,2026-05-26,project-07,bigquery,us-central1,staging,security,latency,31.552,5.221,0.669,148.8,68.341,1
gcp-cost-021-00687,2026-05-27,project-06,cloud-sql,global,dev,mlops,security,69.306,9.056,0.267,165.651,78.89,1
gcp-cost-021-00688,2026-05-28,project-07,bigquery,europe-west1,prod,mlops,cost,70.162,8.138,0.477,72.934,70.877,1
gcp-cost-021-00689,2026-05-29,project-18,cloud-sql,us-east1,dev,platform,cost,56.08,13.319,0.479,117.547,84.613,1
gcp-cost-021-00690,2026-05-30,project-24,bigquery,global,sandbox,backend,latency,61.181,14.928,0.647,128.184,97.584,1
gcp-cost-021-00691,2026-05-31,project-19,pubsub,us-east1,prod,finops,reliability,78.282,9.165,0.604,52.13,77.526,1
gcp-cost-021-00692,2026-06-01,project-18,cloud-sql,us-central1,prod,mlops,security,57.51,5.066,0.634,104.493,69.378,0
gcp-cost-021-00693,2026-06-02,project-23,gke,us-east1,dev,security,quality,51.699,6.856,0.91,44.362,72.411,1
gcp-cost-021-00694,2026-06-03,project-15,cloud-run,global,prod,backend,quality,53.439,9.8,0.809,54.543,77.84,1
gcp-cost-021-00695,2026-06-04,project-15,compute,us-central1,prod,backend,reliability,90.684,4.294,0.351,96.391,68.101,1
gcp-cost-021-00696,2026-06-05,project-04,pubsub,us-east1,prod,finops,reliability,54.502,3.692,0.615,56.222,57.414,0
gcp-cost-021-00697,2026-06-06,project-15,cloud-sql,us-central1,staging,security,reliability,32.453,12.83,0.493,94.295,72.302,1
gcp-cost-021-00698,2026-06-07,project-19,gke,asia-south1,dev,backend,security,47.885,9.329,0.265,114.922,64.562,1
gcp-cost-021-00699,2026-06-08,project-06,pubsub,global,staging,security,quality,62.987,14.256,0.352,87.638,80.41,1
gcp-cost-021-00700,2026-06-09,project-06,cloud-sql,asia-south1,dev,platform,latency,19.604,5.1,0.475,195.976,63.966,0
gcp-cost-021-00701,2026-06-10,project-13,bigquery,global,prod,finops,cost,80.598,19.94,0.455,58.411,99.179,1
gcp-cost-021-00702,2026-06-11,project-03,compute,global,prod,mlops,cost,60.198,7.878,0.536,0.0,58.211,0
gcp-cost-021-00703,2026-06-12,project-21,vertex-ai,us-central1,dev,platform,reliability,71.291,7.554,0.527,0.0,61.023,1
gcp-cost-021-00704,2026-06-13,project-23,compute,us-east1,staging,mlops,cost,20.421,7.219,0.42,72.07,49.202,0
gcp-cost-021-00705,2026-06-14,project-20,vertex-ai,europe-west1,prod,mlops,quality,66.711,5.423,0.421,173.378,76.022,1
gcp-cost-021-00706,2026-06-15,project-19,gke,europe-west1,dev,data,security,24.076,6.716,0.506,136.434,61.704,0
gcp-cost-021-00707,2026-06-16,project-19,pubsub,us-central1,dev,finops,reliability,60.258,23.434,0.091,161.735,100,1
gcp-cost-021-00708,2026-06-17,project-09,compute,europe-west1,dev,data,cost,7.569,9.657,0.495,41.719,48.591,0
gcp-cost-021-00709,2026-06-18,project-12,pubsub,global,prod,backend,security,62.313,6.916,0.431,40.765,58.977,1
gcp-cost-021-00710,2026-06-19,project-13,cloud-sql,us-east1,prod,data,latency,59.337,6.174,0.565,221.648,87.273,1
gcp-cost-021-00711,2026-06-20,project-15,cloud-run,europe-west1,prod,security,cost,75.282,7.005,0.252,121.616,69.249,1
gcp-cost-021-00712,2026-06-21,project-14,compute,global,dev,platform,cost,28.557,13.066,0.632,58.644,71.155,1
gcp-cost-021-00713,2026-06-22,project-21,cloud-sql,us-east1,staging,backend,security,25.833,14.545,0.465,63.692,68.543,0
gcp-cost-021-00714,2026-06-23,project-06,cloud-run,asia-south1,prod,platform,security,40.794,6.81,0.605,161.177,74.848,1
gcp-cost-021-00715,2026-06-24,project-19,bigquery,asia-south1,dev,finops,quality,58.851,9.859,0.461,16.313,62.116,0
gcp-cost-021-00716,2026-06-25,project-20,cloud-sql,global,dev,data,security,47.66,7.168,0.556,85.758,65.373,0
gcp-cost-021-00717,2026-06-26,project-19,cloud-sql,us-east1,sandbox,mlops,reliability,17.945,4.524,0.531,154.352,57.931,1
gcp-cost-021-00718,2026-06-27,project-22,compute,europe-west1,staging,security,cost,50.926,14.031,0.769,167.846,100,1
gcp-cost-021-00719,2026-06-28,project-11,gke,asia-south1,staging,data,quality,35.756,10.188,0.48,109.299,69.026,0
gcp-cost-021-00720,2026-06-29,project-12,vertex-ai,asia-south1,dev,backend,cost,46.095,5.92,0.357,28.341,46.575,0
gcp-cost-021-00721,2026-01-01,project-05,compute,asia-south1,dev,platform,reliability,35.087,11.78,0.43,168.358,79.369,1
gcp-cost-021-00722,2026-01-02,project-02,pubsub,us-central1,staging,finops,security,49.133,20.176,0.514,148.434,100,1
gcp-cost-021-00723,2026-01-03,project-03,bigquery,europe-west1,dev,mlops,cost,55.52,10.962,0.531,108.702,79.447,1
gcp-cost-021-00724,2026-01-04,project-09,vertex-ai,us-central1,sandbox,data,latency,41.428,7.223,0.523,44.945,56.213,0
gcp-cost-021-00725,2026-01-05,project-14,bigquery,us-east1,prod,backend,latency,55.707,3.563,0.507,76.701,56.742,0
gcp-cost-021-00726,2026-01-06,project-14,compute,europe-west1,dev,security,latency,24.116,11.446,0.651,118.427,75.204,1
gcp-cost-021-00727,2026-01-07,project-16,bigquery,us-east1,dev,platform,security,58.659,8.179,0.731,203.424,94.866,1
gcp-cost-021-00728,2026-01-08,project-20,pubsub,global,staging,mlops,cost,66.153,12.648,0.273,100.114,76.821,1
gcp-cost-021-00729,2026-01-09,project-06,compute,global,prod,data,reliability,55.722,11.029,0.701,126.206,88.177,1
gcp-cost-021-00730,2026-01-10,project-13,gke,us-central1,sandbox,mlops,security,49.68,4.728,0.372,111.948,57.766,0
gcp-cost-021-00731,2026-01-11,project-18,compute,europe-west1,prod,security,quality,74.472,7.364,0.963,137.467,97.0,1
gcp-cost-021-00732,2026-01-12,project-03,cloud-run,global,prod,finops,cost,58.625,11.549,0.518,230.891,99.268,1
gcp-cost-021-00733,2026-01-13,project-18,cloud-sql,europe-west1,staging,platform,reliability,51.22,6.934,0.613,0.0,55.561,0
gcp-cost-021-00734,2026-01-14,project-15,compute,europe-west1,prod,mlops,reliability,73.277,7.944,0.496,24.765,65.155,1
gcp-cost-021-00735,2026-01-15,project-06,vertex-ai,asia-south1,dev,mlops,quality,33.997,3.889,0.143,156.651,48.823,0
gcp-cost-021-00736,2026-01-16,project-22,bigquery,global,prod,platform,quality,61.658,17.406,0.774,85.465,100,1
gcp-cost-021-00737,2026-01-17,project-13,cloud-run,asia-south1,sandbox,mlops,security,37.129,10.053,0.551,165.681,79.899,1
gcp-cost-021-00738,2026-01-18,project-16,cloud-sql,us-central1,prod,security,reliability,74.09,6.211,0.671,177.415,89.782,1
gcp-cost-021-00739,2026-01-19,project-04,bigquery,asia-south1,prod,data,latency,65.541,4.625,0.597,234.002,88.751,1
gcp-cost-021-00740,2026-01-20,project-06,pubsub,us-central1,dev,platform,reliability,49.732,9.247,0.435,174.363,79.635,1
gcp-cost-021-00741,2026-01-21,project-21,cloud-sql,asia-south1,prod,data,latency,87.904,4.438,0.39,79.975,66.435,1
gcp-cost-021-00742,2026-01-22,project-09,cloud-run,europe-west1,prod,platform,security,85.291,8.53,0.631,154.057,94.307,1
gcp-cost-021-00743,2026-01-23,project-22,cloud-run,europe-west1,prod,mlops,latency,95.303,15.271,0.679,196.243,100,1
gcp-cost-021-00744,2026-01-24,project-24,bigquery,europe-west1,sandbox,data,quality,66.103,13.832,0.387,129.083,87.78,1
gcp-cost-021-00745,2026-01-25,project-16,vertex-ai,europe-west1,prod,mlops,reliability,77.978,5.93,1.05,145.005,99.026,1
gcp-cost-021-00746,2026-01-26,project-15,gke,asia-south1,staging,platform,security,52.57,11.848,0.546,138.513,85.355,1
gcp-cost-021-00747,2026-01-27,project-12,gke,us-east1,dev,data,reliability,31.588,15.992,0.426,125.378,81.565,1
gcp-cost-021-00748,2026-01-28,project-24,pubsub,global,dev,mlops,latency,63.823,9.193,0.497,31.263,65.743,0
gcp-cost-021-00749,2026-01-29,project-24,pubsub,us-central1,prod,platform,reliability,73.123,3.401,0.314,20.672,47.533,0
gcp-cost-021-00750,2026-01-30,project-21,cloud-run,asia-south1,prod,finops,security,68.511,7.825,0.805,245.225,100,1
gcp-cost-021-00751,2026-01-31,project-21,compute,asia-south1,sandbox,platform,reliability,55.596,11.19,0.497,103.853,78.109,1
gcp-cost-021-00752,2026-02-01,project-24,compute,us-east1,prod,mlops,cost,52.19,31.026,0.45,122.732,100,1
gcp-cost-021-00753,2026-02-02,project-20,vertex-ai,asia-south1,prod,security,cost,84.048,5.793,0.456,101.089,73.636,1
gcp-cost-021-00754,2026-02-03,project-20,cloud-run,europe-west1,staging,finops,latency,22.808,8.384,0.329,67.54,48.91,0
gcp-cost-021-00755,2026-02-04,project-15,cloud-sql,global,staging,platform,security,58.501,7.801,0.81,125.34,85.306,1
gcp-cost-021-00756,2026-02-05,project-16,cloud-run,us-central1,dev,platform,cost,60.565,8.768,0.6,12.034,64.411,1
gcp-cost-021-00757,2026-02-06,project-16,vertex-ai,asia-south1,sandbox,mlops,latency,18.107,8.003,1.025,197.177,89.641,1
gcp-cost-021-00758,2026-02-07,project-22,cloud-run,europe-west1,sandbox,platform,latency,53.439,8.764,0.308,158.006,72.976,1
gcp-cost-021-00759,2026-02-08,project-14,gke,us-central1,prod,finops,security,70.537,20.672,0.444,153.237,100,1
gcp-cost-021-00760,2026-02-09,project-07,compute,asia-south1,prod,security,cost,93.52,5.528,0.785,23.584,76.545,1
gcp-cost-021-00761,2026-02-10,project-21,bigquery,asia-south1,sandbox,platform,quality,44.083,12.061,0.794,84.523,83.688,1
gcp-cost-021-00762,2026-02-11,project-20,bigquery,us-central1,dev,backend,latency,50.045,8.218,0.618,87.753,71.118,0
gcp-cost-021-00763,2026-02-12,project-01,cloud-run,global,staging,platform,cost,14.102,5.694,0.508,46.693,42.811,0
gcp-cost-021-00764,2026-02-13,project-24,cloud-sql,asia-south1,prod,data,quality,50.718,11.535,0.948,40.041,83.686,1
gcp-cost-021-00765,2026-02-14,project-13,compute,asia-south1,prod,backend,security,47.61,8.335,0.447,103.77,66.89,1
gcp-cost-021-00766,2026-02-15,project-14,pubsub,europe-west1,prod,mlops,quality,71.61,16.335,0.638,104.306,100,1
gcp-cost-021-00767,2026-02-16,project-03,gke,europe-west1,dev,data,latency,60.975,9.28,0.494,93.689,73.948,1
gcp-cost-021-00768,2026-02-17,project-14,gke,europe-west1,prod,mlops,cost,82.961,11.241,0.832,105.153,99.72,1
gcp-cost-021-00769,2026-02-18,project-04,compute,us-central1,dev,backend,latency,30.069,11.042,0.7,131.62,79.983,1
gcp-cost-021-00770,2026-02-19,project-05,cloud-sql,us-east1,dev,security,security,30.894,5.718,0.546,98.813,57.675,0
gcp-cost-021-00771,2026-02-20,project-22,cloud-run,asia-south1,dev,finops,security,44.813,31.5,0.579,106.936,100,1
gcp-cost-021-00772,2026-02-21,project-24,cloud-sql,asia-south1,prod,mlops,security,46.883,11.982,0.689,44.707,75.002,1
gcp-cost-021-00773,2026-02-22,project-18,compute,asia-south1,staging,backend,latency,27.294,11.605,0.352,111.115,65.156,0
gcp-cost-021-00774,2026-02-23,project-10,cloud-sql,global,prod,data,reliability,99.899,8.761,0.56,49.297,82.196,1
gcp-cost-021-00775,2026-02-24,project-10,vertex-ai,europe-west1,prod,mlops,quality,65.449,7.973,0.638,86.528,76.459,1
gcp-cost-021-00776,2026-02-25,project-08,vertex-ai,us-east1,prod,mlops,reliability,53.622,8.191,0.503,15.442,57.737,0
gcp-cost-021-00777,2026-02-26,project-17,cloud-sql,us-east1,sandbox,finops,quality,33.425,5.468,0.531,128.454,61.775,0
gcp-cost-021-00778,2026-02-27,project-02,compute,us-central1,sandbox,mlops,quality,38.068,8.84,0.29,102.685,59.075,0
gcp-cost-021-00779,2026-02-28,project-06,bigquery,asia-south1,staging,backend,quality,69.364,7.649,0.606,41.246,69.35,0
gcp-cost-021-00780,2026-03-01,project-03,gke,us-central1,sandbox,data,quality,50.512,8.937,0.601,40.25,65.437,0
gcp-cost-021-00781,2026-03-02,project-02,cloud-run,global,prod,finops,quality,90.961,12.222,0.796,218.067,100,1
gcp-cost-021-00782,2026-03-03,project-18,gke,global,dev,data,reliability,24.203,5.972,0.568,85.075,54.692,0
gcp-cost-021-00783,2026-03-04,project-11,bigquery,global,dev,backend,latency,18.192,9.323,0.413,101.415,57.366,0
gcp-cost-021-00784,2026-03-05,project-11,pubsub,us-east1,prod,mlops,security,82.673,14.315,0.474,185.322,100,1
gcp-cost-021-00785,2026-03-06,project-19,vertex-ai,global,prod,data,quality,61.807,11.386,0.542,60.881,76.048,1
gcp-cost-021-00786,2026-03-07,project-02,cloud-sql,europe-west1,dev,backend,quality,49.934,6.408,0.54,179.81,77.551,1
gcp-cost-021-00787,2026-03-08,project-05,cloud-run,global,dev,finops,latency,33.541,17.561,0.544,149.87,93.611,1
gcp-cost-021-00788,2026-03-09,project-22,gke,global,prod,backend,security,42.741,19.687,0.633,170.332,100,1
gcp-cost-021-00789,2026-03-10,project-15,compute,global,prod,mlops,reliability,66.672,5.3,0.494,135.265,72.718,1
gcp-cost-021-00790,2026-03-11,project-03,gke,europe-west1,sandbox,finops,security,44.004,22.972,0.598,70.0,100,1
gcp-cost-021-00791,2026-03-12,project-08,gke,global,staging,data,quality,44.793,10.097,0.686,97.645,77.487,1
gcp-cost-021-00792,2026-03-13,project-18,cloud-sql,us-east1,prod,platform,latency,86.826,10.996,0.913,5.042,88.737,1
gcp-cost-021-00793,2026-03-14,project-23,compute,global,staging,platform,cost,44.057,4.471,0.639,88.488,61.122,0
gcp-cost-021-00794,2026-03-15,project-01,compute,us-east1,dev,platform,quality,51.822,7.061,0.492,126.985,70.352,0
gcp-cost-021-00795,2026-03-16,project-16,cloud-run,europe-west1,prod,security,security,88.456,15.569,0.522,131.296,100,1
gcp-cost-021-00796,2026-03-17,project-06,cloud-sql,asia-south1,dev,mlops,latency,33.291,10.55,0.507,186.96,81.279,1
gcp-cost-021-00797,2026-03-18,project-03,vertex-ai,asia-south1,dev,platform,cost,28.694,6.253,0.609,136.583,65.867,1
gcp-cost-021-00798,2026-03-19,project-21,cloud-run,global,prod,platform,security,66.544,15.981,0.679,69.229,94.44,1
gcp-cost-021-00799,2026-03-20,project-04,cloud-sql,us-east1,prod,backend,security,76.559,7.552,0.623,96.568,80.305,1
gcp-cost-021-00800,2026-03-21,project-14,cloud-run,us-east1,prod,mlops,reliability,76.254,13.076,0.829,143.319,100,1
gcp-cost-021-00801,2026-03-22,project-05,vertex-ai,europe-west1,prod,finops,security,56.564,4.282,0.496,121.696,64.896,0
gcp-cost-021-00802,2026-03-23,project-15,cloud-sql,us-east1,staging,security,cost,21.925,6.945,0.722,84.5,61.472,0
gcp-cost-021-00803,2026-03-24,project-08,cloud-sql,global,prod,finops,reliability,43.424,11.93,0.538,147.222,83.335,1
gcp-cost-021-00804,2026-03-25,project-06,cloud-sql,global,prod,security,security,49.44,10.013,0.546,99.887,74.345,1
gcp-cost-021-00805,2026-03-26,project-06,vertex-ai,asia-south1,dev,mlops,latency,57.545,5.733,0.253,30.176,46.773,0
gcp-cost-021-00806,2026-03-27,project-02,gke,us-central1,dev,backend,latency,22.707,5.04,0.211,181.362,53.541,0
gcp-cost-021-00807,2026-03-28,project-04,bigquery,europe-west1,dev,backend,security,48.855,11.259,0.0,178.622,69.419,1
gcp-cost-021-00808,2026-03-29,project-09,cloud-sql,europe-west1,dev,security,reliability,46.829,10.917,0.739,152.854,90.019,1
gcp-cost-021-00809,2026-03-30,project-12,cloud-run,us-east1,prod,security,latency,86.08,4.829,0.76,142.179,88.73,1
gcp-cost-021-00810,2026-03-31,project-10,compute,us-east1,staging,data,reliability,50.933,8.246,0.343,172.062,74.165,0
gcp-cost-021-00811,2026-04-01,project-17,vertex-ai,us-central1,staging,mlops,reliability,46.105,7.496,0.449,142.59,70.137,0
gcp-cost-021-00812,2026-04-02,project-12,bigquery,asia-south1,dev,platform,security,50.264,14.479,0.455,219.144,99.26,1
gcp-cost-021-00813,2026-04-03,project-16,vertex-ai,global,sandbox,data,security,21.326,11.215,0.436,161.778,72.485,0
gcp-cost-021-00814,2026-04-04,project-22,gke,global,prod,finops,cost,85.683,4.741,0.769,0.0,67.966,0
gcp-cost-021-00815,2026-04-05,project-03,bigquery,asia-south1,dev,mlops,latency,30.412,3.927,0.759,139.08,66.655,0
gcp-cost-021-00816,2026-04-06,project-07,compute,us-east1,prod,data,reliability,60.289,6.359,0.345,170.84,72.928,1
gcp-cost-021-00817,2026-04-07,project-13,pubsub,asia-south1,prod,mlops,cost,34.214,5.15,0.778,222.163,83.62,1
gcp-cost-021-00818,2026-04-08,project-24,compute,us-east1,prod,data,quality,72.832,11.129,0.393,149.235,86.977,1
gcp-cost-021-00819,2026-04-09,project-22,cloud-sql,europe-west1,prod,data,reliability,71.054,4.142,0.403,144.045,69.645,1
gcp-cost-021-00820,2026-04-10,project-09,vertex-ai,us-central1,staging,security,reliability,58.503,8.848,0.864,77.966,82.731,1
gcp-cost-021-00821,2026-04-11,project-03,pubsub,asia-south1,prod,data,cost,62.238,10.5,0.703,93.985,84.594,1
gcp-cost-021-00822,2026-04-12,project-21,gke,asia-south1,prod,finops,quality,72.576,8.981,0.699,142.677,91.629,1
gcp-cost-021-00823,2026-04-13,project-03,gke,global,staging,mlops,quality,15.474,4.487,0.675,151.81,61.65,1
gcp-cost-021-00824,2026-04-14,project-19,gke,asia-south1,dev,platform,reliability,21.886,20.294,0.71,90.577,93.072,1
gcp-cost-021-00825,2026-04-15,project-23,cloud-run,global,staging,data,quality,29.943,3.985,0.424,0.0,34.618,0
gcp-cost-021-00826,2026-04-16,project-15,cloud-sql,us-east1,sandbox,mlops,security,44.153,11.928,0.838,14.729,74.764,0
gcp-cost-021-00827,2026-04-17,project-24,pubsub,us-central1,prod,security,cost,35.624,8.964,0.542,211.818,83.245,1
gcp-cost-021-00828,2026-04-18,project-16,gke,asia-south1,dev,mlops,quality,66.407,17.837,0.574,115.08,100,1
gcp-cost-021-00829,2026-04-19,project-05,pubsub,asia-south1,sandbox,finops,cost,34.019,4.861,0.741,139.225,69.488,0
gcp-cost-021-00830,2026-04-20,project-23,cloud-sql,us-east1,dev,backend,security,22.825,7.052,0.355,165.584,61.016,0
gcp-cost-021-00831,2026-04-21,project-08,compute,asia-south1,sandbox,finops,latency,80.137,6.625,0.505,129.554,80.075,1
gcp-cost-021-00832,2026-04-22,project-07,gke,us-central1,staging,data,security,58.91,6.964,0.599,55.226,65.887,1
gcp-cost-021-00833,2026-04-23,project-16,gke,us-central1,sandbox,security,quality,49.578,4.15,0.698,221.902,83.826,1
gcp-cost-021-00834,2026-04-24,project-22,compute,us-east1,prod,security,cost,67.62,9.952,0.593,132.52,86.969,1
gcp-cost-021-00835,2026-04-25,project-20,bigquery,europe-west1,staging,data,cost,55.939,18.049,0.486,115.154,95.496,1
gcp-cost-021-00836,2026-04-26,project-14,vertex-ai,europe-west1,dev,security,reliability,69.282,17.844,0.592,91.978,100,1
gcp-cost-021-00837,2026-04-27,project-12,cloud-sql,global,prod,data,latency,99.642,8.759,0.735,203.275,100,1
gcp-cost-021-00838,2026-04-28,project-06,cloud-run,asia-south1,prod,security,reliability,61.763,5.406,0.72,15.798,61.735,0
gcp-cost-021-00839,2026-04-29,project-04,cloud-run,us-east1,prod,backend,reliability,48.39,15.464,0.507,48.945,77.902,1
gcp-cost-021-00840,2026-04-30,project-03,bigquery,asia-south1,dev,data,quality,42.553,21.019,0.519,160.85,100,1
gcp-cost-021-00841,2026-05-01,project-18,gke,asia-south1,dev,data,quality,50.82,7.213,0.516,150.955,74.692,1
gcp-cost-021-00842,2026-05-02,project-17,pubsub,asia-south1,dev,mlops,security,34.28,16.649,0.575,121.988,88.761,1
gcp-cost-021-00843,2026-05-03,project-18,vertex-ai,global,dev,security,security,31.436,5.221,0.408,128.353,56.183,0
gcp-cost-021-00844,2026-05-04,project-18,compute,asia-south1,prod,data,quality,51.155,4.43,0.776,161.896,79.011,1
gcp-cost-021-00845,2026-05-05,project-08,gke,us-east1,staging,mlops,security,16.674,12.075,0.555,88.149,66.291,1
gcp-cost-021-00846,2026-05-06,project-15,gke,asia-south1,staging,backend,latency,61.028,6.402,0.562,167.102,80.337,1
gcp-cost-021-00847,2026-05-07,project-04,bigquery,global,staging,backend,security,11.685,10.37,0.745,115.056,71.14,1
gcp-cost-021-00848,2026-05-08,project-12,vertex-ai,europe-west1,sandbox,security,quality,38.038,16.583,0.436,88.211,80.131,1
gcp-cost-021-00849,2026-05-09,project-01,pubsub,asia-south1,prod,finops,latency,42.026,10.989,0.714,144.109,86.356,1
gcp-cost-021-00850,2026-05-10,project-21,vertex-ai,us-east1,sandbox,backend,cost,24.672,19.951,0.488,213.881,100,1
gcp-cost-021-00851,2026-05-11,project-23,pubsub,us-east1,sandbox,data,reliability,65.734,9.985,0.684,152.661,92.508,1
gcp-cost-021-00852,2026-05-12,project-06,cloud-sql,us-central1,prod,finops,latency,110.09,14.187,0.529,113.018,100,1
gcp-cost-021-00853,2026-05-13,project-18,compute,global,dev,finops,latency,60.934,7.517,0.588,169.456,84.159,1
gcp-cost-021-00854,2026-05-14,project-21,cloud-run,us-central1,sandbox,mlops,security,48.729,13.893,0.296,135.606,79.608,1
gcp-cost-021-00855,2026-05-15,project-16,compute,europe-west1,prod,platform,quality,34.174,12.499,0.398,125.082,73.296,1
gcp-cost-021-00856,2026-05-16,project-03,cloud-run,us-central1,prod,security,quality,47.863,7.543,0.735,136.241,79.946,1
gcp-cost-021-00857,2026-05-17,project-05,vertex-ai,asia-south1,prod,data,quality,86.29,5.471,0.323,84.583,66.607,0
gcp-cost-021-00858,2026-05-18,project-22,vertex-ai,us-central1,prod,security,security,39.325,14.814,0.597,178.86,95.309,1
gcp-cost-021-00859,2026-05-19,project-05,pubsub,us-central1,dev,platform,latency,76.521,2.841,0.327,92.122,58.291,1
gcp-cost-021-00860,2026-05-20,project-24,cloud-sql,europe-west1,dev,platform,quality,46.245,7.686,0.954,84.915,79.893,1
gcp-cost-021-00861,2026-05-21,project-18,pubsub,europe-west1,dev,security,security,28.753,7.928,0.572,77.871,59.938,0
gcp-cost-021-00862,2026-05-22,project-07,cloud-sql,us-east1,staging,backend,security,50.008,12.402,0.67,142.567,90.682,1
gcp-cost-021-00863,2026-05-23,project-08,bigquery,asia-south1,staging,finops,security,48.531,10.453,0.734,90.666,80.288,1
gcp-cost-021-00864,2026-05-24,project-15,pubsub,us-east1,prod,mlops,reliability,49.638,16.263,1.05,134.664,100,1
gcp-cost-021-00865,2026-05-25,project-05,pubsub,us-central1,prod,data,latency,56.538,6.262,0.504,40.174,57.898,1
gcp-cost-021-00866,2026-05-26,project-22,gke,us-east1,prod,security,cost,59.174,5.719,0.562,116.95,70.78,0
gcp-cost-021-00867,2026-05-27,project-03,cloud-sql,global,staging,backend,cost,41.828,21.33,0.925,40.968,100,1
gcp-cost-021-00868,2026-05-28,project-23,compute,us-east1,prod,backend,quality,75.705,10.199,0.445,94.745,79.686,1
gcp-cost-021-00869,2026-05-29,project-01,cloud-sql,europe-west1,dev,data,latency,63.791,6.097,0.861,197.631,95.509,1
