record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,pipeline_failed
devops-ci-086-00666,2026-05-06,project-10,compute,europe-west1,prod,backend,reliability,84.504,16.5,0.67,87.281,100,1
devops-ci-086-00667,2026-05-07,project-15,compute,europe-west1,sandbox,finops,cost,25.659,8.203,0.444,51.184,51.125,0
devops-ci-086-00668,2026-05-08,project-07,gke,asia-south1,prod,platform,security,61.365,16.051,0.607,184.264,100,1
devops-ci-086-00669,2026-05-09,project-18,pubsub,europe-west1,prod,mlops,cost,44.777,10.656,0.712,130.354,84.466,1
devops-ci-086-00670,2026-05-10,project-20,gke,global,prod,mlops,reliability,49.217,16.143,0.549,65.275,83.627,1
devops-ci-086-00671,2026-05-11,project-01,cloud-sql,europe-west1,dev,security,cost,48.733,11.787,0.555,181.38,90.436,1
devops-ci-086-00672,2026-05-12,project-20,cloud-run,us-central1,sandbox,backend,quality,43.349,9.767,0.398,67.462,61.73,1
devops-ci-086-00673,2026-05-13,project-07,bigquery,asia-south1,prod,platform,quality,90.467,15.473,0.723,38.292,98.656,1
devops-ci-086-00674,2026-05-14,project-10,pubsub,global,prod,platform,security,71.37,10.21,0.653,85.049,84.061,1
devops-ci-086-00675,2026-05-15,project-11,cloud-run,europe-west1,staging,platform,reliability,25.344,9.234,0.162,142.879,56.923,0
devops-ci-086-00676,2026-05-16,project-17,cloud-run,us-central1,prod,security,latency,84.862,9.383,0.714,134.156,96.15,1
devops-ci-086-00677,2026-05-17,project-15,bigquery,us-east1,dev,platform,cost,44.278,12.491,0.762,90.927,84.573,1
devops-ci-086-00678,2026-05-18,project-20,bigquery,us-east1,staging,security,quality,63.578,11.0,0.487,98.474,79.325,1
devops-ci-086-00679,2026-05-19,project-08,gke,us-central1,staging,security,cost,34.999,6.635,0.566,187.697,74.914,1
devops-ci-086-00680,2026-05-20,project-12,compute,asia-south1,dev,finops,cost,45.007,5.071,0.468,174.036,69.345,1
devops-ci-086-00681,2026-05-21,project-13,cloud-sql,us-central1,prod,data,reliability,45.387,8.68,0.412,69.954,60.76,1
devops-ci-086-00682,2026-05-22,project-20,cloud-sql,us-central1,staging,finops,security,43.32,27.767,0.455,147.084,100,1
devops-ci-086-00683,2026-05-23,project-12,vertex-ai,europe-west1,prod,security,security,65.106,12.535,0.679,138.084,95.938,1
devops-ci-086-00684,2026-05-24,project-06,compute,us-east1,staging,security,security,43.521,14.439,0.747,101.499,89.87,1
devops-ci-086-00685,2026-05-25,project-22,cloud-sql,europe-west1,staging,finops,quality,53.671,8.867,0.385,65.762,62.54,0
devops-ci-086-00686,2026-05-26,project-06,cloud-run,us-east1,sandbox,finops,quality,33.999,4.755,0.185,240.137,64.49,1
devops-ci-086-00687,2026-05-27,project-13,compute,asia-south1,staging,platform,latency,17.735,9.57,0.585,131.357,68.168,1
devops-ci-086-00688,2026-05-28,project-21,bigquery,us-central1,staging,data,latency,57.27,7.204,0.504,102.729,69.475,0
devops-ci-086-00689,2026-05-29,project-21,gke,global,sandbox,backend,reliability,25.197,10.229,0.418,194.54,75.687,1
devops-ci-086-00690,2026-05-30,project-16,cloud-run,us-east1,prod,security,quality,83.934,4.715,0.402,95.286,68.344,0
devops-ci-086-00691,2026-05-31,project-24,vertex-ai,global,prod,mlops,cost,56.347,12.493,0.548,118.948,85.398,1
devops-ci-086-00692,2026-06-01,project-03,compute,us-east1,sandbox,mlops,security,48.999,16.492,0.698,85.32,92.503,1
devops-ci-086-00693,2026-06-02,project-22,compute,asia-south1,prod,mlops,reliability,76.798,5.874,0.451,112.548,72.784,1
devops-ci-086-00694,2026-06-03,project-14,compute,global,prod,platform,latency,49.906,6.748,0.452,119.663,66.483,1
devops-ci-086-00695,2026-06-04,project-03,compute,us-central1,prod,platform,latency,52.974,5.538,0.405,163.528,69.486,1
devops-ci-086-00696,2026-06-05,project-20,cloud-sql,asia-south1,dev,security,reliability,66.318,5.809,0.47,87.061,65.912,1
devops-ci-086-00697,2026-06-06,project-02,vertex-ai,us-east1,staging,platform,cost,75.614,10.392,0.436,91.361,79.296,1
devops-ci-086-00698,2026-06-07,project-16,vertex-ai,global,dev,backend,security,44.667,6.11,0.627,186.265,78.999,1
devops-ci-086-00699,2026-06-08,project-21,gke,europe-west1,staging,platform,quality,36.004,19.181,0.656,174.193,100,1
devops-ci-086-00700,2026-06-09,project-19,bigquery,us-central1,staging,data,quality,44.059,4.382,0.992,60.322,69.162,1
devops-ci-086-00701,2026-06-10,project-12,pubsub,europe-west1,prod,mlops,cost,76.43,6.803,0.783,189.466,97.66,1
devops-ci-086-00702,2026-06-11,project-08,pubsub,global,staging,finops,quality,59.516,14.278,0.708,55.55,87.027,1
devops-ci-086-00703,2026-06-12,project-08,pubsub,us-central1,staging,finops,security,49.135,16.752,0.191,125.138,81.22,1
devops-ci-086-00704,2026-06-13,project-12,bigquery,europe-west1,dev,backend,latency,42.648,9.695,0.666,113.17,77.362,1
devops-ci-086-00705,2026-06-14,project-06,cloud-sql,global,prod,backend,security,65.507,8.5,0.407,150.378,78.936,1
devops-ci-086-00706,2026-06-15,project-13,bigquery,europe-west1,prod,mlops,quality,82.722,27.758,0.279,246.129,100,1
devops-ci-086-00707,2026-06-16,project-07,gke,asia-south1,dev,data,quality,37.282,19.548,0.498,90.459,89.283,1
devops-ci-086-00708,2026-06-17,project-03,cloud-sql,europe-west1,dev,platform,latency,35.134,10.121,0.486,116.481,69.909,1
devops-ci-086-00709,2026-06-18,project-09,compute,us-east1,staging,security,security,63.004,14.884,0.368,138.975,89.928,1
devops-ci-086-00710,2026-06-19,project-02,pubsub,europe-west1,prod,platform,cost,53.418,13.909,0.5,139.387,88.978,1
devops-ci-086-00711,2026-06-20,project-08,vertex-ai,us-east1,dev,backend,cost,67.059,28.974,0.629,101.413,100,1
devops-ci-086-00712,2026-06-21,project-07,cloud-run,europe-west1,prod,platform,quality,29.469,10.427,0.515,118.774,69.99,0
devops-ci-086-00713,2026-06-22,project-19,bigquery,asia-south1,staging,security,cost,46.309,6.738,0.356,80.452,56.123,0
devops-ci-086-00714,2026-06-23,project-04,vertex-ai,us-east1,staging,mlops,latency,34.337,4.088,0.475,224.332,70.897,1
devops-ci-086-00715,2026-06-24,project-02,bigquery,global,dev,security,cost,38.989,10.021,0.566,65.909,66.45,0
devops-ci-086-00716,2026-06-25,project-16,pubsub,us-east1,sandbox,platform,security,56.888,13.715,0.864,16.404,84.545,1
devops-ci-086-00717,2026-06-26,project-09,gke,asia-south1,prod,backend,security,66.037,18.453,0.715,119.272,100,1
devops-ci-086-00718,2026-06-27,project-20,gke,us-central1,sandbox,mlops,latency,66.136,3.343,0.656,145.268,75.093,1
devops-ci-086-00719,2026-06-28,project-22,compute,us-east1,prod,security,security,56.316,3.808,0.549,128.785,66.592,1
devops-ci-086-00720,2026-06-29,project-17,cloud-run,us-central1,dev,backend,cost,61.075,10.284,0.544,210.069,95.047,1
devops-ci-086-00721,2026-01-01,project-20,gke,europe-west1,dev,security,reliability,15.628,14.018,0.514,153.376,78.536,1
devops-ci-086-00722,2026-01-02,project-01,gke,us-central1,prod,finops,security,59.145,5.272,0.642,118.13,72.699,1
devops-ci-086-00723,2026-01-03,project-10,pubsub,asia-south1,prod,mlops,latency,27.509,10.287,0.579,176.357,79.615,1
devops-ci-086-00724,2026-01-04,project-20,bigquery,europe-west1,dev,platform,security,60.336,4.562,0.521,61.132,58.912,0
devops-ci-086-00725,2026-01-05,project-06,cloud-run,us-east1,sandbox,finops,security,43.467,13.504,0.604,104.282,83.071,1
devops-ci-086-00726,2026-01-06,project-14,bigquery,global,sandbox,security,latency,80.202,7.771,0.205,198.511,82.328,1
devops-ci-086-00727,2026-01-07,project-11,gke,global,prod,platform,cost,44.099,7.336,0.462,141.035,69.29,0
devops-ci-086-00728,2026-01-08,project-17,pubsub,us-central1,prod,finops,latency,66.5,15.971,0.393,76.563,85.461,1
devops-ci-086-00729,2026-01-09,project-19,pubsub,us-central1,dev,security,quality,63.312,6.029,0.626,43.634,64.5,1
devops-ci-086-00730,2026-01-10,project-10,cloud-sql,global,prod,mlops,reliability,74.018,6.795,0.434,55.656,65.068,1
devops-ci-086-00731,2026-01-11,project-16,vertex-ai,asia-south1,dev,backend,security,43.348,7.4,0.106,155.892,58.883,0
devops-ci-086-00732,2026-01-12,project-24,pubsub,europe-west1,prod,security,latency,92.667,7.087,0.287,224.128,91.7,1
devops-ci-086-00733,2026-01-13,project-05,vertex-ai,us-central1,dev,backend,cost,64.554,7.776,0.338,135.894,72.386,1
devops-ci-086-00734,2026-01-14,project-23,vertex-ai,us-east1,prod,mlops,quality,64.23,7.579,0.472,98.797,71.093,1
devops-ci-086-00735,2026-01-15,project-22,pubsub,europe-west1,sandbox,backend,reliability,73.292,9.238,0.662,99.333,84.864,1
devops-ci-086-00736,2026-01-16,project-09,cloud-sql,asia-south1,prod,platform,reliability,74.851,11.855,0.958,143.128,100,1
devops-ci-086-00737,2026-01-17,project-14,gke,asia-south1,prod,data,cost,99.046,19.743,0.516,100.924,100,1
devops-ci-086-00738,2026-01-18,project-14,cloud-run,asia-south1,dev,mlops,latency,31.644,8.696,0.469,125.378,66.065,0
devops-ci-086-00739,2026-01-19,project-04,compute,us-central1,prod,mlops,security,78.74,15.901,0.493,124.295,100,1
devops-ci-086-00740,2026-01-20,project-21,gke,global,sandbox,platform,reliability,45.366,17.539,0.546,164.994,99.974,1
devops-ci-086-00741,2026-01-21,project-05,gke,us-east1,prod,backend,cost,86.536,16.97,0.83,145.751,100,1
devops-ci-086-00742,2026-01-22,project-07,cloud-run,us-east1,dev,security,security,26.339,9.632,0.558,110.094,67.279,0
devops-ci-086-00743,2026-01-23,project-06,gke,us-central1,dev,platform,security,40.359,3.672,0.535,200.257,70.623,0
devops-ci-086-00744,2026-01-24,project-08,vertex-ai,global,staging,backend,quality,43.624,4.774,0.666,109.557,65.695,0
devops-ci-086-00745,2026-01-25,project-19,bigquery,us-east1,prod,mlops,quality,66.81,6.423,0.225,137.572,66.308,0
devops-ci-086-00746,2026-01-26,project-08,pubsub,us-east1,prod,data,quality,87.032,4.476,0.566,138.604,80.928,1
devops-ci-086-00747,2026-01-27,project-14,compute,us-east1,dev,security,quality,58.774,8.798,0.422,67.184,65.667,0
devops-ci-086-00748,2026-01-28,project-12,compute,asia-south1,dev,backend,cost,66.89,7.928,0.656,117.787,82.047,1
devops-ci-086-00749,2026-01-29,project-16,cloud-run,global,staging,finops,reliability,18.787,7.843,0.605,136.259,65.922,0
devops-ci-086-00750,2026-01-30,project-21,pubsub,global,prod,mlops,cost,70.181,6.673,0.945,149.939,95.075,1
devops-ci-086-00751,2026-01-31,project-14,pubsub,europe-west1,prod,backend,reliability,68.021,20.203,0.508,28.159,92.834,1
devops-ci-086-00752,2026-02-01,project-04,pubsub,asia-south1,prod,security,quality,79.531,5.459,0.545,137.942,79.765,1
devops-ci-086-00753,2026-02-02,project-05,cloud-run,us-east1,prod,mlops,cost,62.327,25.608,0.393,177.644,100,1
devops-ci-086-00754,2026-02-03,project-09,compute,asia-south1,prod,data,latency,87.756,8.739,0.315,132.242,81.416,1
devops-ci-086-00755,2026-02-04,project-18,vertex-ai,global,dev,backend,security,46.983,16.718,0.429,179.281,96.613,1
devops-ci-086-00756,2026-02-05,project-01,gke,europe-west1,dev,security,quality,45.807,4.802,0.792,48.888,62.087,0
devops-ci-086-00757,2026-02-06,project-17,vertex-ai,asia-south1,prod,data,reliability,51.595,17.184,0.411,195.043,100,1
devops-ci-086-00758,2026-02-07,project-18,cloud-sql,europe-west1,dev,security,quality,27.791,9.932,0.647,176.751,81.323,1
devops-ci-086-00759,2026-02-08,project-14,vertex-ai,europe-west1,staging,security,quality,33.109,11.425,0.631,208.096,90.679,1
devops-ci-086-00760,2026-02-09,project-07,compute,global,sandbox,mlops,latency,57.659,13.736,0.506,166.69,94.25,1
devops-ci-086-00761,2026-02-10,project-21,cloud-run,global,prod,mlops,cost,67.085,12.874,0.807,125.759,100,1
devops-ci-086-00762,2026-02-11,project-21,vertex-ai,asia-south1,prod,finops,reliability,61.835,10.427,0.565,246.605,100,1
devops-ci-086-00763,2026-02-12,project-16,compute,asia-south1,staging,security,latency,58.751,20.421,0.569,54.216,96.033,1
devops-ci-086-00764,2026-02-13,project-18,cloud-sql,europe-west1,dev,mlops,quality,36.173,3.931,0.771,120.464,66.386,1
devops-ci-086-00765,2026-02-14,project-13,compute,europe-west1,prod,mlops,cost,59.507,5.404,0.344,99.474,59.983,0
devops-ci-086-00766,2026-02-15,project-17,bigquery,europe-west1,prod,data,cost,85.205,12.985,0.654,141.017,100,1
devops-ci-086-00767,2026-02-16,project-06,vertex-ai,global,prod,finops,security,64.245,6.722,0.608,22.054,62.667,1
devops-ci-086-00768,2026-02-17,project-09,compute,global,prod,backend,security,103.445,9.098,0.291,90.827,80.865,1
devops-ci-086-00769,2026-02-18,project-05,cloud-sql,us-east1,prod,backend,quality,53.988,12.047,0.524,125.788,83.69,1
devops-ci-086-00770,2026-02-19,project-15,pubsub,europe-west1,dev,backend,security,30.874,21.522,0.829,137.308,100,1
devops-ci-086-00771,2026-02-20,project-07,cloud-sql,us-central1,prod,security,security,49.32,5.674,0.372,223.89,76.172,1
devops-ci-086-00772,2026-02-21,project-19,cloud-sql,europe-west1,prod,security,latency,56.874,12.777,0.437,38.81,70.674,1
devops-ci-086-00773,2026-02-22,project-23,compute,us-east1,dev,backend,security,68.606,6.277,0.295,103.427,64.067,1
devops-ci-086-00774,2026-02-23,project-05,vertex-ai,us-east1,prod,security,latency,94.882,10.266,0.42,209.856,100,1
devops-ci-086-00775,2026-02-24,project-21,bigquery,global,sandbox,finops,reliability,57.566,7.098,0.452,253.361,89.479,1
devops-ci-086-00776,2026-02-25,project-21,cloud-sql,global,staging,data,reliability,57.369,14.304,0.421,106.208,83.679,1
devops-ci-086-00777,2026-02-26,project-20,vertex-ai,asia-south1,dev,mlops,security,53.162,6.627,0.356,98.202,60.851,0
devops-ci-086-00778,2026-02-27,project-05,gke,us-east1,sandbox,backend,cost,31.79,5.214,0.631,203.865,75.108,1
devops-ci-086-00779,2026-02-28,project-09,bigquery,europe-west1,sandbox,platform,cost,27.15,10.092,0.831,125.139,80.385,1
devops-ci-086-00780,2026-03-01,project-20,vertex-ai,us-east1,prod,data,quality,61.294,17.648,0.251,0.0,71.417,1
devops-ci-086-00781,2026-03-02,project-18,cloud-run,us-central1,sandbox,security,quality,72.023,9.755,0.334,158.227,82.734,1
devops-ci-086-00782,2026-03-03,project-03,pubsub,global,sandbox,data,latency,21.816,11.678,0.439,69.902,60.443,1
devops-ci-086-00783,2026-03-04,project-17,cloud-sql,asia-south1,dev,security,security,26.324,4.166,0.221,156.366,49.472,0
devops-ci-086-00784,2026-03-05,project-20,compute,europe-west1,prod,backend,latency,61.554,8.71,0.621,227.837,96.828,1
devops-ci-086-00785,2026-03-06,project-14,compute,asia-south1,staging,backend,latency,45.189,7.519,0.613,78.515,66.266,0
devops-ci-086-00786,2026-03-07,project-24,gke,us-east1,staging,security,cost,20.355,8.579,0.299,86.542,50.228,0
devops-ci-086-00787,2026-03-08,project-09,bigquery,us-central1,prod,backend,latency,78.395,11.451,0.597,56.746,83.328,1
devops-ci-086-00788,2026-03-09,project-06,bigquery,global,prod,backend,reliability,68.181,9.488,0.54,160.927,88.371,1
devops-ci-086-00789,2026-03-10,project-13,gke,asia-south1,sandbox,security,security,37.799,7.531,0.619,168.074,76.978,1
devops-ci-086-00790,2026-03-11,project-10,compute,europe-west1,dev,platform,reliability,28.904,16.905,0.669,134.515,92.593,1
devops-ci-086-00791,2026-03-12,project-02,pubsub,global,dev,platform,latency,31.104,7.034,0.792,212.139,85.956,1
devops-ci-086-00792,2026-03-13,project-10,gke,europe-west1,dev,data,cost,29.696,14.41,0.554,98.659,77.795,1
devops-ci-086-00793,2026-03-14,project-11,compute,us-east1,staging,backend,quality,67.275,9.725,0.534,98.095,79.233,1
devops-ci-086-00794,2026-03-15,project-17,vertex-ai,us-central1,dev,finops,reliability,51.024,3.731,0.632,109.993,64.725,1
devops-ci-086-00795,2026-03-16,project-10,pubsub,europe-west1,staging,security,latency,76.276,5.274,0.75,142.018,85.964,1
devops-ci-086-00796,2026-03-17,project-14,pubsub,us-central1,prod,mlops,latency,62.765,11.533,0.952,213.93,100,1
devops-ci-086-00797,2026-03-18,project-22,cloud-sql,europe-west1,prod,finops,cost,48.992,8.641,0.739,160.601,86.596,1
devops-ci-086-00798,2026-03-19,project-04,vertex-ai,global,sandbox,data,reliability,54.356,10.147,0.297,135.726,72.889,1
devops-ci-086-00799,2026-03-20,project-23,compute,us-east1,prod,finops,latency,38.77,16.446,0.806,39.012,85.843,1
devops-ci-086-00800,2026-03-21,project-16,cloud-run,asia-south1,staging,data,quality,25.162,3.894,0.733,185.376,70.582,1
devops-ci-086-00801,2026-03-22,project-03,pubsub,us-central1,prod,finops,cost,52.601,4.61,0.611,101.832,65.403,1
devops-ci-086-00802,2026-03-23,project-05,pubsub,global,staging,platform,security,39.933,9.52,0.524,54.947,62.543,1
devops-ci-086-00803,2026-03-24,project-16,cloud-run,us-east1,dev,security,cost,46.762,19.713,0.317,137.564,93.52,1
devops-ci-086-00804,2026-03-25,project-23,cloud-run,europe-west1,dev,mlops,quality,64.497,4.174,0.109,251.052,72.74,0
devops-ci-086-00805,2026-03-26,project-13,compute,global,sandbox,finops,quality,33.64,10.88,0.772,74.759,75.083,1
devops-ci-086-00806,2026-03-27,project-12,cloud-sql,us-east1,prod,mlops,quality,66.817,7.513,0.694,34.367,70.218,0
devops-ci-086-00807,2026-03-28,project-18,bigquery,us-central1,dev,finops,quality,39.069,24.944,0.687,79.0,100,1
devops-ci-086-00808,2026-03-29,project-20,gke,asia-south1,dev,mlops,security,38.244,14.171,0.573,23.561,69.942,1
devops-ci-086-00809,2026-03-30,project-05,cloud-run,us-east1,sandbox,finops,security,44.852,9.498,0.789,151.031,87.501,1
devops-ci-086-00810,2026-03-31,project-18,cloud-run,europe-west1,staging,mlops,reliability,57.958,10.85,0.599,48.221,73.599,1
devops-ci-086-00811,2026-04-01,project-09,bigquery,europe-west1,dev,platform,quality,13.347,7.593,0.528,85.923,53.399,0
devops-ci-086-00812,2026-04-02,project-19,gke,global,sandbox,backend,reliability,54.011,11.958,0.866,96.744,91.224,1
devops-ci-086-00813,2026-04-03,project-17,cloud-run,global,staging,finops,cost,32.56,6.066,0.72,65.014,60.231,0
devops-ci-086-00814,2026-04-04,project-03,compute,us-central1,staging,data,reliability,32.605,8.669,0.395,115.538,62.314,1
devops-ci-086-00815,2026-04-05,project-18,bigquery,us-central1,prod,security,reliability,57.484,5.26,0.776,109.093,75.462,1
devops-ci-086-00816,2026-04-06,project-23,gke,us-central1,sandbox,finops,quality,46.237,9.718,0.615,141.312,80.991,1
devops-ci-086-00817,2026-04-07,project-10,cloud-run,asia-south1,staging,security,reliability,54.491,8.722,0.589,80.288,71.747,0
devops-ci-086-00818,2026-04-08,project-22,cloud-sql,europe-west1,sandbox,finops,reliability,35.252,9.692,0.319,90.999,59.389,0
devops-ci-086-00819,2026-04-09,project-15,gke,us-east1,staging,backend,quality,54.566,12.09,0.271,90.181,69.944,1
devops-ci-086-00820,2026-04-10,project-21,compute,asia-south1,dev,mlops,reliability,29.368,7.655,0.611,177.857,75.463,1
devops-ci-086-00821,2026-04-11,project-05,vertex-ai,asia-south1,prod,platform,security,74.142,8.009,0.548,150.873,85.82,1
devops-ci-086-00822,2026-04-12,project-22,cloud-sql,asia-south1,dev,backend,quality,50.177,9.34,0.73,165.732,89.075,1
devops-ci-086-00823,2026-04-13,project-12,pubsub,global,dev,finops,reliability,32.174,18.46,0.31,168.714,89.788,1
devops-ci-086-00824,2026-04-14,project-09,compute,global,dev,mlops,cost,49.845,8.83,0.357,177.931,76.492,1
devops-ci-086-00825,2026-04-15,project-17,pubsub,global,staging,platform,latency,37.451,14.333,0.335,120.617,75.866,1
devops-ci-086-00826,2026-04-16,project-22,pubsub,europe-west1,prod,platform,security,55.175,10.669,0.432,13.401,61.28,0
devops-ci-086-00827,2026-04-17,project-11,cloud-run,us-east1,prod,backend,cost,49.749,4.256,0.879,94.39,71.873,1
devops-ci-086-00828,2026-04-18,project-19,pubsub,us-central1,prod,backend,reliability,49.136,14.837,0.604,50.653,80.344,1
devops-ci-086-00829,2026-04-19,project-03,gke,europe-west1,sandbox,mlops,security,24.515,6.047,0.433,106.822,53.423,0
devops-ci-086-00830,2026-04-20,project-22,bigquery,us-central1,staging,backend,security,63.37,5.633,0.681,112.424,75.553,1
devops-ci-086-00831,2026-04-21,project-19,gke,global,prod,platform,quality,65.021,8.29,0.765,35.652,74.075,1
devops-ci-086-00832,2026-04-22,project-10,compute,asia-south1,prod,data,latency,68.275,16.34,0.674,39.393,91.358,1
devops-ci-086-00833,2026-04-23,project-22,bigquery,us-central1,dev,security,quality,45.428,10.76,0.662,111.022,80.367,1
devops-ci-086-00834,2026-04-24,project-07,compute,us-central1,prod,platform,cost,42.041,13.659,0.332,164.633,82.214,1
devops-ci-086-00835,2026-04-25,project-16,cloud-sql,us-central1,staging,backend,latency,38.492,6.29,0.665,225.292,84.279,1
devops-ci-086-00836,2026-04-26,project-21,cloud-run,us-central1,prod,mlops,latency,65.261,3.166,0.389,139.397,64.172,0
devops-ci-086-00837,2026-04-27,project-17,compute,us-east1,sandbox,platform,latency,47.77,14.145,0.656,50.092,79.99,1
devops-ci-086-00838,2026-04-28,project-21,gke,asia-south1,dev,data,quality,26.595,8.337,0.877,132.703,78.809,1
devops-ci-086-00839,2026-04-29,project-05,compute,us-east1,prod,security,latency,53.416,8.652,0.497,116.567,73.278,1
devops-ci-086-00840,2026-04-30,project-13,pubsub,asia-south1,prod,security,latency,70.083,4.999,0.862,114.115,83.005,1
devops-ci-086-00841,2026-05-01,project-07,cloud-run,asia-south1,prod,mlops,security,59.985,14.306,0.591,95.834,89.036,1
devops-ci-086-00842,2026-05-02,project-15,compute,us-central1,sandbox,security,security,52.965,12.774,0.444,61.222,72.812,1
devops-ci-086-00843,2026-05-03,project-23,compute,global,prod,security,latency,62.953,9.295,0.782,129.942,90.042,1
devops-ci-086-00844,2026-05-04,project-22,bigquery,asia-south1,dev,backend,reliability,63.878,5.697,0.767,47.228,69.383,1
devops-ci-086-00845,2026-05-05,project-09,compute,us-central1,prod,backend,reliability,71.119,15.818,0.744,138.165,100,1
devops-ci-086-00846,2026-05-06,project-06,cloud-run,us-east1,prod,mlops,reliability,73.977,7.414,0.464,182.096,85.987,1
devops-ci-086-00847,2026-05-07,project-01,cloud-sql,us-east1,prod,security,latency,71.069,4.013,0.536,116.127,69.933,0
devops-ci-086-00848,2026-05-08,project-04,pubsub,global,sandbox,finops,quality,29.219,11.076,0.786,110.69,79.723,1
devops-ci-086-00849,2026-05-09,project-17,cloud-sql,global,dev,finops,cost,43.877,9.464,0.901,130.589,88.019,1
devops-ci-086-00850,2026-05-10,project-19,cloud-sql,us-east1,prod,platform,reliability,46.246,8.859,0.169,168.031,67.277,1
devops-ci-086-00851,2026-05-11,project-21,compute,global,sandbox,backend,reliability,35.393,8.149,0.431,170.557,71.36,1
devops-ci-086-00852,2026-05-12,project-10,vertex-ai,us-central1,staging,finops,reliability,45.365,6.977,0.415,50.701,54.076,0
devops-ci-086-00853,2026-05-13,project-12,compute,us-east1,sandbox,platform,quality,29.798,9.725,0.822,59.319,70.542,1
devops-ci-086-00854,2026-05-14,project-19,cloud-run,europe-west1,staging,backend,cost,60.946,10.91,0.809,114.177,91.754,1
devops-ci-086-00855,2026-05-15,project-01,gke,us-east1,prod,mlops,cost,53.506,17.24,0.562,78.689,90.099,1
devops-ci-086-00856,2026-05-16,project-24,cloud-sql,asia-south1,prod,finops,security,70.471,26.015,0.398,115.94,100,1
devops-ci-086-00857,2026-05-17,project-21,cloud-sql,us-east1,prod,security,cost,109.996,14.54,0.526,241.332,100,1
devops-ci-086-00858,2026-05-18,project-17,pubsub,europe-west1,prod,data,latency,69.91,7.982,0.542,207.055,92.259,1
devops-ci-086-00859,2026-05-19,project-20,gke,global,dev,data,latency,52.173,5.734,0.438,132.65,66.315,1
devops-ci-086-00860,2026-05-20,project-19,bigquery,us-east1,staging,data,quality,52.921,27.42,0.498,132.94,100,1
devops-ci-086-00861,2026-05-21,project-08,compute,asia-south1,prod,mlops,reliability,91.181,9.091,0.589,156.868,96.617,1
devops-ci-086-00862,2026-05-22,project-04,bigquery,asia-south1,prod,security,quality,51.08,7.198,0.196,40.493,47.439,0
devops-ci-086-00863,2026-05-23,project-21,bigquery,asia-south1,staging,platform,reliability,7.031,19.238,0.528,209.922,96.443,1
devops-ci-086-00864,2026-05-24,project-02,cloud-sql,global,staging,finops,reliability,39.367,8.302,0.691,118.807,74.661,1
devops-ci-086-00865,2026-05-25,project-20,vertex-ai,europe-west1,sandbox,security,quality,5.149,18.498,0.464,188.08,88.632,1
devops-ci-086-00866,2026-05-26,project-13,cloud-run,asia-south1,dev,security,security,32.157,13.746,0.261,27.317,56.448,0
devops-ci-086-00867,2026-05-27,project-17,gke,us-central1,staging,data,reliability,56.242,12.149,0.563,64.382,77.126,1
devops-ci-086-00868,2026-05-28,project-08,pubsub,us-east1,dev,security,latency,32.038,11.309,0.736,198.653,92.331,1
devops-ci-086-00869,2026-05-29,project-08,gke,us-east1,prod,finops,latency,78.874,9.053,0.363,75.482,72.442,1
devops-ci-086-00870,2026-05-30,project-09,vertex-ai,asia-south1,prod,finops,security,86.183,14.648,0.685,103.919,100,1
devops-ci-086-00871,2026-05-31,project-05,gke,asia-south1,prod,mlops,cost,71.949,15.247,0.573,90.411,93.998,1
devops-ci-086-00872,2026-06-01,project-13,pubsub,us-central1,dev,mlops,cost,41.602,11.823,0.731,44.401,74.208,1
devops-ci-086-00873,2026-06-02,project-08,vertex-ai,us-east1,prod,data,cost,44.314,4.636,0.467,51.325,50.157,0
devops-ci-086-00874,2026-06-03,project-03,bigquery,europe-west1,sandbox,mlops,security,54.365,14.012,0.504,125.575,87.675,1
devops-ci-086-00875,2026-06-04,project-19,bigquery,us-east1,dev,security,cost,45.256,10.454,0.538,170.471,83.923,1
devops-ci-086-00876,2026-06-05,project-18,cloud-run,asia-south1,staging,platform,quality,52.045,7.215,0.663,170.38,83.103,1
devops-ci-086-00877,2026-06-06,project-22,gke,us-east1,sandbox,backend,latency,84.011,10.42,0.393,150.308,89.392,1
devops-ci-086-00878,2026-06-07,project-04,compute,us-east1,prod,platform,security,53.462,10.076,0.742,110.289,84.276,1
devops-ci-086-00879,2026-06-08,project-23,vertex-ai,us-central1,staging,data,quality,41.808,19.704,0.509,203.114,100,1
devops-ci-086-00880,2026-06-09,project-03,gke,europe-west1,sandbox,platform,cost,56.438,9.875,0.73,116.16,85.285,1
devops-ci-086-00881,2026-06-10,project-20,cloud-sql,global,prod,finops,latency,56.869,3.361,0.502,21.589,48.465,0
devops-ci-086-00882,2026-06-11,project-15,gke,global,dev,finops,cost,29.222,7.605,0.639,106.602,65.884,0
devops-ci-086-00883,2026-06-12,project-08,cloud-run,europe-west1,staging,platform,reliability,64.746,13.977,0.298,153.173,88.042,1
devops-ci-086-00884,2026-06-13,project-14,cloud-run,global,dev,data,security,52.215,6.796,0.498,85.528,64.035,1
devops-ci-086-00885,2026-06-14,project-14,compute,europe-west1,dev,platform,latency,20.93,7.513,0.6,147.445,67.358,1
devops-ci-086-00886,2026-06-15,project-04,gke,us-central1,prod,platform,cost,37.571,8.052,0.505,61.356,58.561,0
devops-ci-086-00887,2026-06-16,project-16,cloud-sql,us-central1,prod,platform,reliability,73.999,9.124,0.879,93.692,91.617,1
