billing_record_id,usage_date,project_id,service_name,sku_category,environment,owning_team,gcp_region,usage_quantity,usage_unit,daily_cost_usd,committed_use_covered_pct,idle_resource_score,rightsizing_savings_usd,label_compliance,budget_threshold_pct,cost_anomaly
bill-000190,2026-01-10,ml-prod,Vertex AI,database,dev,data,us-central1,3552.546,slot_hour,100.03,0.5,0.414,19.47,1,121.99,0
bill-000191,2026-01-11,sandbox,Pub/Sub,database,staging,finops,asia-south1,4012.751,gibibyte,25.05,0.93,0.365,3.46,1,152.74,0
bill-000192,2026-01-12,analytics-dev,Cloud Storage,query,sandbox,platform,us-central1,5477.014,hour,14.31,0.54,0.239,1.43,1,98.69,0
bill-000193,2026-01-13,shared-services,Cloud SQL,network,sandbox,data,us-central1,6082.685,hour,35.25,0.58,0.632,3.49,1,103.68,0
bill-000194,2026-01-14,ml-prod,GKE,network,prod,platform,us-east1,1022.682,request,292.84,0.57,0.389,39.46,1,121.51,0
bill-000195,2026-01-15,data-platform,Compute Engine,database,staging,data,asia-south1,3143.926,gibibyte,57.65,0.12,0.553,12.44,1,85.41,0
bill-000196,2026-01-16,ml-prod,Vertex AI,database,dev,data,global,7416.645,node_hour,30.25,0.81,0.826,10.61,1,36.89,0
bill-000197,2026-01-17,sandbox,BigQuery,cpu,dev,mlops,us-east1,6210.113,hour,49.7,0.15,0.786,21.07,1,83.53,0
bill-000198,2026-01-18,analytics-dev,Vertex AI,storage,staging,data,asia-south1,7572.433,node_hour,130.81,0.21,0.72,32.05,1,103.0,0
bill-000199,2026-01-19,data-platform,Pub/Sub,cpu,prod,finops,global,5670.881,hour,44.39,0.75,0.561,12.05,1,122.62,0
bill-000200,2026-01-20,sandbox,BigQuery,memory,dev,platform,us-central1,3564.078,slot_hour,58.35,0.57,0.587,7.6,1,98.07,0
bill-000201,2026-01-21,data-platform,Vertex AI,network,prod,platform,us-central1,33.924,node_hour,233.03,0.44,0.313,22.36,1,80.63,0
bill-000202,2026-01-22,analytics-dev,Vertex AI,memory,prod,backend,us-central1,752.304,hour,201.16,0.61,0.464,44.88,1,69.61,0
bill-000203,2026-01-23,ml-prod,Cloud Storage,network,dev,mlops,us-central1,5371.407,hour,47.31,0.31,0.483,10.04,1,180,1
bill-000204,2026-01-24,ml-prod,BigQuery,memory,prod,platform,europe-west1,1702.67,hour,163.94,0.3,0.075,2.73,1,78.44,0
bill-000205,2026-01-25,ml-prod,Pub/Sub,training,prod,finops,us-central1,3593.577,node_hour,30.81,0.27,0.463,3.11,1,85.11,0
bill-000206,2026-01-26,data-platform,Cloud SQL,database,staging,mlops,us-east1,6207.678,hour,99.96,0.07,0.555,13.22,1,128.15,0
bill-000207,2026-01-27,ml-prod,Vertex AI,cpu,dev,data,us-east1,6692.528,hour,71.51,0.09,0.575,15.83,1,87.21,0
bill-000208,2026-01-28,data-platform,Compute Engine,storage,dev,data,us-east1,196.346,slot_hour,46.86,0.31,0.932,19.27,1,107.11,0
bill-000209,2026-01-29,shared-services,Vertex AI,database,prod,mlops,global,454.143,gibibyte,256.67,0.56,0.339,46.3,1,88.81,0
bill-000210,2026-01-30,payments-prod,GKE,memory,staging,mlops,asia-south1,6255.806,request,203.6,0.13,0.592,60.96,1,180,0
bill-000211,2026-01-31,analytics-dev,Compute Engine,memory,prod,data,asia-south1,2797.645,gibibyte,151.13,0.81,0.336,13.01,1,98.78,0
bill-000212,2026-02-01,payments-prod,Cloud Storage,memory,prod,backend,asia-south1,4991.282,gibibyte,49.99,0.24,0.612,11.76,1,68.48,0
bill-000213,2026-02-02,payments-prod,Compute Engine,storage,prod,finops,us-central1,3191.907,slot_hour,343.71,0.77,0.091,8.27,1,180,1
bill-000214,2026-02-03,payments-prod,BigQuery,storage,staging,backend,us-central1,1726.807,hour,97.52,0.69,0.433,6.58,1,106.0,0
bill-000215,2026-02-04,data-platform,Cloud Storage,training,sandbox,mlops,asia-south1,5479.296,hour,25.08,0.22,0.634,2.77,1,172.97,0
bill-000216,2026-02-05,shared-services,Pub/Sub,network,dev,platform,europe-west1,4689.111,node_hour,10.01,0.5,0.413,1.48,1,91.83,0
bill-000217,2026-02-06,shared-services,Cloud SQL,cpu,prod,mlops,us-east1,6162.626,gibibyte,461.42,0.92,0.005,1.04,1,180,1
bill-000218,2026-02-07,ml-prod,Cloud Storage,training,dev,mlops,us-central1,5603.889,request,22.33,0.11,0.442,1.51,1,105.08,0
bill-000219,2026-02-08,payments-prod,Compute Engine,memory,prod,finops,us-central1,3094.434,node_hour,160.72,0.49,0.414,17.96,1,105.05,0
bill-000220,2026-02-09,sandbox,Cloud Storage,cpu,prod,backend,europe-west1,3864.232,gibibyte,108.26,0.66,0.471,13.28,1,148.3,0
bill-000221,2026-02-10,shared-services,Pub/Sub,database,dev,finops,europe-west1,1188.59,node_hour,14.11,0.43,0.533,3.39,1,129.45,0
bill-000222,2026-02-11,sandbox,Cloud SQL,cpu,prod,mlops,europe-west1,7410.774,gibibyte,455.68,0.11,0.334,37.51,1,180,1
bill-000223,2026-02-12,sandbox,GKE,memory,dev,finops,us-central1,1765.673,hour,41.11,0.53,0.638,7.64,1,60.01,0
bill-000224,2026-02-13,analytics-dev,Cloud Storage,storage,staging,finops,us-central1,6363.556,node_hour,41.27,0.06,0.667,6.46,1,126.98,0
bill-000225,2026-02-14,data-platform,Pub/Sub,query,prod,data,us-central1,1852.475,slot_hour,39.52,0.49,0.386,7.03,1,109.17,0
bill-000226,2026-02-15,sandbox,Compute Engine,cpu,dev,backend,asia-south1,5020.232,node_hour,21.16,0.13,0.958,6.6,1,48.37,0
bill-000227,2026-02-16,payments-prod,Pub/Sub,memory,dev,platform,us-central1,7786.623,hour,9.17,0.09,0.584,1.93,1,84.13,0
bill-000228,2026-02-17,ml-prod,Vertex AI,database,dev,platform,global,3444.231,slot_hour,85.54,0.26,0.786,19.35,1,104.32,0
bill-000229,2026-02-18,ml-prod,Cloud Storage,network,prod,mlops,us-east1,3402.088,gibibyte,42.88,0.75,0.498,10.43,1,58.74,0
bill-000230,2026-02-19,analytics-dev,Cloud Storage,network,prod,finops,us-east1,5321.19,node_hour,62.83,0.33,0.766,20.2,1,86.07,0
bill-000231,2026-02-20,analytics-dev,Pub/Sub,network,staging,data,europe-west1,5237.839,slot_hour,19.9,0.45,0.593,2.0,1,121.34,0
bill-000232,2026-02-21,ml-prod,BigQuery,training,dev,mlops,europe-west1,3106.009,node_hour,42.62,0.25,0.811,16.12,1,71.63,0
bill-000233,2026-02-22,data-platform,Pub/Sub,network,sandbox,backend,asia-south1,1481.812,hour,3.95,0.45,0.492,0.38,1,51.97,0
bill-000234,2026-02-23,sandbox,Vertex AI,memory,prod,data,global,2159.6,slot_hour,250.16,0.26,0.453,23.87,0,86.56,0
bill-000235,2026-02-24,shared-services,BigQuery,network,dev,backend,us-east1,738.4,node_hour,58.32,0.63,0.628,8.51,1,98.02,0
bill-000236,2026-02-25,ml-prod,Cloud Storage,cpu,sandbox,platform,europe-west1,7695.013,hour,10.47,0.78,0.774,1.55,1,72.21,0
bill-000237,2026-02-26,ml-prod,GKE,storage,prod,backend,europe-west1,3643.903,gibibyte,114.16,0.67,0.319,17.98,1,47.37,0
bill-000238,2026-02-27,sandbox,Pub/Sub,cpu,prod,mlops,us-east1,4442.382,request,31.07,0.21,0.132,1.19,1,85.83,0
bill-000239,2026-02-28,ml-prod,Vertex AI,database,prod,data,global,6286.823,hour,466.44,0.45,0.407,63.16,1,161.4,0
bill-000240,2026-03-01,payments-prod,BigQuery,storage,prod,mlops,global,2896.517,hour,168.34,0.18,0.124,6.8,1,80.55,0
bill-000241,2026-03-02,shared-services,Compute Engine,query,dev,data,europe-west1,4270.81,node_hour,58.52,0.39,0.3,7.66,1,133.76,0
bill-000242,2026-03-03,shared-services,Cloud Storage,network,prod,backend,us-east1,6408.68,slot_hour,29.17,0.76,0.558,7.25,1,39.96,0
bill-000243,2026-03-04,data-platform,Cloud SQL,database,dev,backend,us-east1,6771.953,slot_hour,104.69,0.42,0.288,6.52,0,180,0
bill-000244,2026-03-05,analytics-dev,GKE,network,prod,data,asia-south1,2055.668,slot_hour,80.71,0.13,0.158,6.67,1,33.49,0
bill-000245,2026-03-06,payments-prod,Compute Engine,query,staging,finops,global,1636.556,slot_hour,68.53,0.7,0.979,11.2,1,101.53,0
bill-000246,2026-03-07,data-platform,Compute Engine,query,sandbox,platform,global,6715.22,gibibyte,31.69,0.68,0.501,3.41,1,107.42,0
bill-000247,2026-03-08,data-platform,Cloud SQL,cpu,staging,backend,us-east1,5501.589,request,55.08,0.37,0.662,18.23,1,70.62,0
bill-000248,2026-03-09,payments-prod,Cloud SQL,memory,prod,platform,us-east1,511.083,request,114.87,0.81,0.502,28.3,0,64.9,0
bill-000249,2026-03-10,data-platform,Cloud SQL,cpu,sandbox,backend,us-central1,4873.036,slot_hour,33.45,0.94,0.401,3.25,1,98.38,0
bill-000250,2026-03-11,sandbox,GKE,database,sandbox,mlops,us-central1,2385.954,slot_hour,63.0,0.83,0.574,16.28,1,136.96,0
bill-000251,2026-03-12,ml-prod,Compute Engine,query,prod,data,us-east1,367.21,request,255.89,0.85,0.271,29.82,1,167.25,0
bill-000252,2026-03-13,sandbox,Pub/Sub,storage,prod,data,europe-west1,7033.808,hour,38.37,0.7,0.18,1.44,1,105.99,0
bill-000253,2026-03-14,ml-prod,Pub/Sub,memory,dev,finops,asia-south1,4330.05,gibibyte,5.3,0.58,0.721,1.39,1,48.62,0
bill-000254,2026-03-15,data-platform,Pub/Sub,query,dev,finops,global,894.574,request,10.67,0.48,0.371,1.03,1,97.89,0
bill-000255,2026-03-16,data-platform,Vertex AI,memory,staging,mlops,asia-south1,63.501,slot_hour,121.24,0.76,0.479,10.72,1,95.46,0
bill-000256,2026-03-17,ml-prod,Cloud Storage,storage,prod,backend,global,817.788,hour,40.06,0.15,0.542,9.68,1,54.88,0
bill-000257,2026-03-18,data-platform,Cloud SQL,cpu,prod,data,global,4752.406,gibibyte,309.39,0.75,0.424,36.58,1,174.8,0
bill-000258,2026-03-19,sandbox,Compute Engine,memory,prod,finops,global,7638.415,request,153.98,0.68,0.254,16.89,1,100.64,0
bill-000259,2026-03-20,ml-prod,Vertex AI,memory,staging,backend,global,2612.478,node_hour,89.95,0.86,0.794,30.31,1,70.83,0
bill-000260,2026-03-21,shared-services,Compute Engine,storage,staging,finops,europe-west1,4666.164,gibibyte,84.37,0.27,0.401,8.85,1,124.99,0
bill-000261,2026-03-22,payments-prod,Vertex AI,cpu,dev,finops,asia-south1,1838.91,hour,135.46,0.41,0.781,17.6,1,165.2,0
bill-000262,2026-03-23,ml-prod,Compute Engine,cpu,prod,finops,europe-west1,1293.858,node_hour,121.81,0.95,0.498,13.15,0,79.61,0
bill-000263,2026-03-24,sandbox,Compute Engine,network,dev,data,asia-south1,4922.684,node_hour,24.81,0.59,0.65,8.18,1,56.71,0
bill-000264,2026-03-25,shared-services,GKE,cpu,staging,finops,us-central1,2018.711,gibibyte,85.57,0.81,0.68,25.54,1,80.73,0
bill-000265,2026-03-26,sandbox,GKE,database,staging,data,europe-west1,2305.171,node_hour,244.91,0.68,0.521,42.03,1,180,1
bill-000266,2026-03-27,shared-services,Pub/Sub,training,dev,platform,us-central1,698.712,gibibyte,11.6,0.31,0.924,2.39,1,106.42,0
bill-000267,2026-03-28,shared-services,BigQuery,training,staging,backend,us-east1,4850.951,hour,30.46,0.62,0.745,8.92,0,33.11,0
bill-000268,2026-03-29,sandbox,Pub/Sub,storage,sandbox,mlops,us-central1,5819.343,request,4.99,0.84,0.796,1.22,1,65.66,0
bill-000269,2026-03-30,analytics-dev,Compute Engine,cpu,dev,data,us-east1,4619.395,request,65.54,0.89,0.835,12.91,1,149.81,0
bill-000270,2026-03-31,payments-prod,Cloud SQL,cpu,dev,finops,europe-west1,4857.226,slot_hour,81.95,0.82,0.602,18.9,1,162.28,0
bill-000271,2026-04-01,ml-prod,Pub/Sub,storage,prod,finops,europe-west1,6029.133,slot_hour,45.99,0.74,0.407,4.06,1,127.04,0
bill-000272,2026-04-02,analytics-dev,Pub/Sub,database,dev,mlops,asia-south1,6666.377,gibibyte,8.01,0.27,0.661,1.46,1,73.49,0
bill-000273,2026-04-03,sandbox,Vertex AI,query,prod,finops,global,7435.151,slot_hour,209.71,0.61,0.349,14.45,1,72.56,0
bill-000274,2026-04-04,analytics-dev,Pub/Sub,memory,prod,finops,global,2546.467,request,55.53,0.69,0.254,4.49,1,153.4,0
bill-000275,2026-04-05,analytics-dev,BigQuery,query,prod,backend,global,3824.089,hour,351.21,0.57,0.298,18.62,1,168.04,0
bill-000276,2026-04-06,payments-prod,Cloud Storage,cpu,prod,backend,asia-south1,2167.402,request,51.67,0.08,0.633,14.37,1,70.78,0
bill-000277,2026-04-07,ml-prod,Vertex AI,cpu,prod,platform,us-east1,2969.246,gibibyte,427.44,0.8,0.224,29.09,1,147.9,0
bill-000278,2026-04-08,shared-services,BigQuery,training,dev,mlops,asia-south1,2446.816,slot_hour,57.57,0.21,0.466,4.16,1,96.76,0
bill-000279,2026-04-09,ml-prod,Vertex AI,cpu,prod,backend,europe-west1,7264.719,gibibyte,232.14,0.28,0.774,86.92,1,80.33,0
bill-000280,2026-04-10,payments-prod,Cloud SQL,storage,prod,data,global,7876.227,node_hour,138.7,0.65,0.525,16.81,0,78.36,0
bill-000281,2026-04-11,ml-prod,GKE,memory,prod,data,us-central1,4728.981,slot_hour,210.96,0.76,0.513,27.63,1,87.54,0
bill-000282,2026-04-12,data-platform,Cloud Storage,storage,dev,platform,global,2973.085,request,21.56,0.5,0.463,2.1,1,101.46,0
bill-000283,2026-04-13,analytics-dev,BigQuery,storage,dev,data,europe-west1,6021.249,request,66.5,0.34,0.702,7.32,1,111.76,0
bill-000284,2026-04-14,shared-services,BigQuery,network,prod,platform,us-central1,6479.135,hour,240.54,0.4,0.255,27.4,1,115.09,0
bill-000285,2026-04-15,ml-prod,Pub/Sub,database,prod,finops,global,5755.192,gibibyte,43.26,0.65,0.598,11.6,1,119.5,0
bill-000286,2026-04-16,sandbox,Vertex AI,database,staging,finops,us-east1,4775.243,hour,120.41,0.17,0.598,33.27,1,94.81,0
bill-000287,2026-04-17,data-platform,Vertex AI,query,sandbox,mlops,us-east1,857.219,gibibyte,64.62,0.89,0.661,10.67,1,117.49,0
bill-000288,2026-04-18,analytics-dev,Cloud SQL,database,staging,platform,us-central1,2895.869,gibibyte,113.57,0.65,1,29.36,1,145.6,0
bill-000289,2026-04-19,shared-services,Compute Engine,memory,prod,data,us-central1,6155.714,gibibyte,81.81,0.41,0.717,15.31,1,53.47,0
bill-000290,2026-04-20,analytics-dev,Vertex AI,network,prod,platform,us-central1,2754.041,hour,340.89,0.49,0.47,45.41,1,117.96,0
bill-000291,2026-04-21,payments-prod,GKE,database,sandbox,mlops,us-east1,2967.823,hour,31.72,0.55,0.413,5.35,1,68.96,0
bill-000292,2026-04-22,sandbox,Cloud SQL,training,prod,data,global,3518.332,slot_hour,295.47,0.62,0.469,27.19,1,166.93,0
bill-000293,2026-04-23,shared-services,BigQuery,query,dev,platform,us-central1,6669.778,gibibyte,46.58,0.07,0.519,10.04,1,78.29,0
bill-000294,2026-04-24,data-platform,Vertex AI,cpu,prod,finops,us-east1,1471.064,node_hour,334.49,0.17,0.122,12.38,0,115.74,0
bill-000295,2026-04-25,analytics-dev,Cloud SQL,query,prod,mlops,asia-south1,5715.048,node_hour,341.75,0.07,0.087,11.87,1,180,0
bill-000296,2026-04-26,data-platform,Vertex AI,query,prod,finops,us-central1,5061.083,node_hour,255.01,0.7,0.66,89.79,1,88.24,0
bill-000297,2026-04-27,data-platform,Compute Engine,database,dev,backend,global,4499.946,hour,48.98,0.12,0.647,8.94,1,111.95,0
bill-000298,2026-04-28,data-platform,GKE,training,staging,finops,us-east1,1769.952,gibibyte,74.76,0.78,0.387,11.33,1,70.53,0
bill-000299,2026-04-29,ml-prod,BigQuery,cpu,prod,data,asia-south1,2935.985,request,206.7,0.74,0.672,34.49,1,98.9,0
bill-000300,2026-04-30,ml-prod,Cloud SQL,cpu,dev,data,global,3945.898,request,50.29,0.94,0.695,12.85,0,99.58,0
bill-000301,2026-05-01,payments-prod,Cloud SQL,cpu,dev,data,us-east1,6283.45,gibibyte,41.92,0.55,0.576,9.97,1,83.01,0
bill-000302,2026-05-02,data-platform,Cloud SQL,query,prod,backend,europe-west1,2165.049,node_hour,96.23,0.84,0.375,11.41,1,54.37,0
bill-000303,2026-05-03,data-platform,GKE,storage,sandbox,finops,us-east1,7977.564,request,31.9,0.5,0.583,4.63,1,69.35,0
bill-000304,2026-05-04,sandbox,Cloud Storage,query,prod,data,us-central1,6455.635,request,55.4,0.66,0.238,2.51,1,75.89,0
bill-000305,2026-05-05,analytics-dev,Cloud SQL,storage,dev,backend,us-central1,1914.62,slot_hour,49.97,0.54,0.323,3.16,1,98.95,0
bill-000306,2026-05-06,data-platform,Vertex AI,cpu,dev,mlops,us-central1,4047.299,slot_hour,123.86,0.71,0.571,22.74,1,151.05,0
bill-000307,2026-05-07,shared-services,BigQuery,cpu,dev,mlops,europe-west1,7357.345,hour,70.58,0.08,0.529,18.56,1,118.62,0
bill-000308,2026-05-08,analytics-dev,GKE,query,dev,mlops,global,1571.233,slot_hour,39.57,0.27,0.344,6.42,1,57.77,0
bill-000309,2026-05-09,data-platform,Cloud Storage,cpu,dev,backend,global,3167.676,slot_hour,30.78,0.31,0.74,8.9,1,144.85,0
bill-000310,2026-05-10,analytics-dev,GKE,training,staging,finops,asia-south1,1491.214,gibibyte,87.99,0.45,0.421,11.78,1,83.01,0
bill-000311,2026-05-11,shared-services,Compute Engine,database,staging,mlops,global,163.784,hour,66.65,0.7,0.628,22.79,1,98.74,0
bill-000312,2026-05-12,payments-prod,Cloud SQL,training,staging,data,europe-west1,4453.89,hour,61.32,0.32,0.388,9.01,1,78.62,0
bill-000313,2026-05-13,payments-prod,Cloud Storage,memory,prod,backend,us-east1,3967.196,hour,50.55,0.63,0.436,4.35,1,69.25,0
bill-000314,2026-05-14,data-platform,Cloud SQL,query,prod,finops,europe-west1,6460.758,slot_hour,297.58,0.47,0.388,41.51,1,168.12,0
bill-000315,2026-05-15,shared-services,Cloud Storage,network,dev,data,europe-west1,2598.92,hour,27.88,0.09,0.891,12.75,1,131.2,0
bill-000316,2026-05-16,analytics-dev,Vertex AI,cpu,staging,platform,asia-south1,292.931,gibibyte,173.95,0.88,0.544,27.06,1,136.97,0
bill-000317,2026-05-17,sandbox,Cloud SQL,storage,staging,backend,europe-west1,288.792,slot_hour,69.62,0.41,0.768,19.74,1,89.26,0
bill-000318,2026-05-18,data-platform,Vertex AI,cpu,staging,backend,europe-west1,3843.271,request,76.08,0.38,1,25.24,1,59.91,0
bill-000319,2026-05-19,analytics-dev,GKE,query,dev,mlops,us-central1,7950.344,slot_hour,38.55,0.11,0.588,9.11,1,56.28,0
bill-000320,2026-05-20,shared-services,GKE,memory,prod,backend,asia-south1,2308.385,slot_hour,194.46,0.89,0.258,14.89,1,80.69,0
bill-000321,2026-05-21,analytics-dev,Vertex AI,network,prod,data,asia-south1,7075.111,node_hour,527.78,0.31,0.548,53.08,1,180,0
bill-000322,2026-05-22,payments-prod,Compute Engine,database,dev,finops,us-central1,4949.9,hour,58.44,0.91,0.592,17.91,1,133.58,0
bill-000323,2026-05-23,sandbox,Compute Engine,training,dev,data,europe-west1,1363.428,request,60.72,0.6,0.343,7.3,1,138.79,0
bill-000324,2026-05-24,sandbox,GKE,training,prod,finops,asia-south1,3735.276,node_hour,160.7,0.21,0.218,11.09,1,66.68,0
bill-000325,2026-05-25,analytics-dev,Vertex AI,cpu,sandbox,mlops,europe-west1,4337.834,node_hour,134.65,0.31,0.53,37.83,1,180,1
bill-000326,2026-05-26,ml-prod,Pub/Sub,training,prod,platform,us-central1,6899.123,gibibyte,43.1,0.81,0.08,0.6,1,119.06,0
bill-000327,2026-05-27,payments-prod,GKE,training,dev,platform,us-east1,7695.134,node_hour,57.79,0.5,0.707,15.75,1,84.36,0
bill-000328,2026-05-28,analytics-dev,Cloud Storage,query,dev,backend,global,6628.631,hour,20.33,0.88,0.802,7.77,1,95.67,0
bill-000329,2026-05-29,analytics-dev,BigQuery,memory,prod,data,global,7628.903,slot_hour,86.61,0.24,0.062,1.9,1,41.44,0
bill-000330,2026-05-30,shared-services,Compute Engine,database,dev,mlops,asia-south1,2072.009,node_hour,37.26,0.25,0.539,8.61,1,85.17,0
bill-000331,2026-05-31,analytics-dev,Cloud Storage,cpu,prod,platform,asia-south1,6025.25,request,140.69,0.31,0.529,29.6,1,180,0
bill-000332,2026-06-01,sandbox,BigQuery,training,staging,data,global,1732.454,node_hour,66.68,0.18,0.903,31.29,1,72.48,0
bill-000333,2026-06-02,sandbox,Pub/Sub,memory,prod,platform,europe-west1,6360.333,request,45.34,0.7,0.175,3.38,1,125.25,0
bill-000334,2026-06-03,analytics-dev,GKE,network,prod,data,us-east1,7169.317,node_hour,402.54,0.09,0.252,33.84,1,167.03,0
bill-000335,2026-06-04,sandbox,Compute Engine,training,prod,backend,asia-south1,829.854,hour,123.9,0.27,0.276,8.08,1,80.98,0
bill-000336,2026-06-05,data-platform,Pub/Sub,network,sandbox,backend,us-east1,7164.302,hour,8.58,0.88,0.539,0.78,1,112.89,0
bill-000337,2026-06-06,sandbox,GKE,training,staging,platform,us-east1,7802.66,hour,87.24,0.79,0.957,29.83,1,82.3,0
bill-000338,2026-06-07,analytics-dev,Pub/Sub,network,prod,backend,us-east1,4545.565,slot_hour,41.13,0.86,0.549,7.26,1,113.62,0
bill-000339,2026-06-08,ml-prod,Pub/Sub,training,prod,data,us-east1,2896.563,slot_hour,38.13,0.6,0.485,2.81,1,105.33,0
bill-000340,2026-06-09,payments-prod,Cloud Storage,network,dev,finops,global,3343.816,request,15.4,0.31,0.429,2.05,1,72.47,0
bill-000341,2026-06-10,shared-services,BigQuery,memory,staging,platform,us-central1,413.515,node_hour,62.58,0.22,0.73,11.39,1,68.02,0
bill-000342,2026-06-11,ml-prod,Cloud SQL,storage,staging,backend,us-central1,3419.089,node_hour,48.44,0.43,0.581,5.22,1,62.1,0
bill-000343,2026-06-12,analytics-dev,Cloud Storage,database,sandbox,backend,us-central1,440.381,slot_hour,30.38,0.19,0.646,7.47,1,180,1
bill-000344,2026-06-13,ml-prod,Pub/Sub,storage,dev,backend,us-east1,385.191,node_hour,16.42,0.39,0.813,5.24,1,150.64,0
bill-000345,2026-06-14,data-platform,Vertex AI,storage,prod,finops,global,1168.439,request,531.55,0.56,0.168,27.75,0,180,0
bill-000346,2026-06-15,data-platform,Vertex AI,cpu,dev,backend,europe-west1,6026.954,request,64.91,0.54,0.799,11.62,1,79.16,0
bill-000347,2026-06-16,payments-prod,Vertex AI,training,sandbox,platform,asia-south1,3745.946,node_hour,78.49,0.09,0.161,4.86,1,142.71,0
bill-000348,2026-06-17,sandbox,Cloud SQL,cpu,sandbox,backend,europe-west1,2065.354,slot_hour,10.53,0.19,0.417,1.87,1,30.97,0
bill-000349,2026-06-18,analytics-dev,Cloud SQL,training,dev,data,us-central1,7305.839,hour,90.19,0.85,0.776,14.93,1,178.59,0
bill-000350,2026-06-19,analytics-dev,BigQuery,network,prod,platform,global,2353.171,gibibyte,232.53,0.78,0.225,26.28,1,111.26,0
bill-000351,2026-06-20,analytics-dev,BigQuery,storage,prod,backend,global,4078.252,request,271.68,0.22,0.485,31.27,1,129.99,0
bill-000352,2026-06-21,ml-prod,Compute Engine,query,sandbox,backend,us-central1,1186.295,hour,37.09,0.5,0.578,3.61,1,125.73,0
bill-000353,2026-06-22,analytics-dev,BigQuery,cpu,staging,platform,us-east1,7740.51,node_hour,83.25,0.45,0.461,8.86,0,90.49,0
bill-000354,2026-06-23,sandbox,Pub/Sub,cpu,sandbox,backend,asia-south1,1700.813,slot_hour,8.51,0.52,1,3.49,1,111.97,0
