evaluation_id,evaluation_timestamp,question_domain,prompt_template_version,model_name,retrieval_top_k,retrieved_context_count,context_relevance_score,groundedness_score,answer_similarity_score,citation_coverage_pct,response_latency_ms,input_tokens,output_tokens,estimated_cost_usd,hallucination_flag,evaluation_passed
rag-eval-011302,2026-03-28T07:51:00+00:00,terraform,v3,claude-haiku,3,1,0.606,0.725,0.681,60.51,823,913,458,0.00142,0,1
rag-eval-011303,2026-03-28T08:02:00+00:00,monitoring,v1,claude-haiku,8,7,0.871,0.928,0.93,91.02,1151,1063,513,0.00413,0,1
rag-eval-011304,2026-03-28T08:13:00+00:00,terraform,v2,gemini-1.5-pro,3,2,0.708,0.881,0.888,89.77,1082,540,279,0.00303,0,1
rag-eval-011305,2026-03-28T08:24:00+00:00,vertex-ai,v3,gemini-1.5-pro,8,6,0.975,0.859,0.891,75.53,1469,831,351,0.00267,0,1
rag-eval-011306,2026-03-28T08:35:00+00:00,gke,v3,claude-haiku,8,7,0.708,0.689,0.581,51.86,1125,1260,679,0.00588,0,1
rag-eval-011307,2026-03-28T08:46:00+00:00,vertex-ai,v1,gemini-1.5-pro,5,4,0.541,0.658,0.856,59.49,1168,712,385,0.0025,0,1
rag-eval-011308,2026-03-28T08:57:00+00:00,vertex-ai,v2,claude-haiku,10,10,0.779,0.673,0.705,54.35,1286,1213,798,0.00311,0,1
rag-eval-011309,2026-03-28T09:08:00+00:00,gke,v3,openai-gpt-4o-mini,5,5,0.766,0.749,0.816,65.45,1143,1208,665,0.00271,0,1
rag-eval-011310,2026-03-28T09:19:00+00:00,cloud-run,v2,claude-haiku,10,10,0.494,0.479,0.446,53.48,1524,1185,814,0.00388,1,0
rag-eval-011311,2026-03-28T09:30:00+00:00,vertex-ai,v2,claude-haiku,10,8,0.765,0.766,0.782,68.92,1390,1068,627,0.0054,0,1
rag-eval-011312,2026-03-28T09:41:00+00:00,terraform,v3,claude-haiku,10,8,1,1,1,88.63,1616,1481,595,0.00432,0,1
rag-eval-011313,2026-03-28T09:52:00+00:00,bigquery,v2,claude-haiku,3,1,0.597,0.543,0.501,36.23,1256,889,391,0.00091,1,0
rag-eval-011314,2026-03-28T10:03:00+00:00,security,v3,claude-haiku,8,7,0.578,0.428,0.581,40.35,1175,1167,684,0.00522,1,0
rag-eval-011315,2026-03-28T10:14:00+00:00,terraform,v1,openai-gpt-4o-mini,10,8,0.621,0.636,0.773,78.06,1466,1182,520,0.0023,0,0
rag-eval-011316,2026-03-28T10:25:00+00:00,monitoring,v1,openai-gpt-4o-mini,10,7,0.39,0.471,0.514,23.42,1571,1592,489,0.00391,1,0
rag-eval-011317,2026-03-28T10:36:00+00:00,monitoring,v1,openai-gpt-4o-mini,3,2,0.646,0.758,0.638,88.35,1117,860,536,0.00281,0,1
rag-eval-011318,2026-03-28T10:47:00+00:00,vertex-ai,v2,gemini-1.5-pro,8,7,0.63,0.883,1,86.17,1837,1195,521,0.00614,0,0
rag-eval-011319,2026-03-28T10:58:00+00:00,cloud-run,v2,gemini-1.5-pro,10,8,1,1,1,86.53,1447,1200,656,0.00378,0,1
rag-eval-011320,2026-03-28T11:09:00+00:00,cloud-run,v3,openai-gpt-4o-mini,3,4,0.692,0.719,0.784,69.36,831,944,507,0.00044,0,1
rag-eval-011321,2026-03-28T11:20:00+00:00,vertex-ai,v1,gemini-1.5-pro,3,2,0.638,0.518,0.408,44.88,1243,718,504,0.00346,1,0
rag-eval-011322,2026-03-28T11:31:00+00:00,monitoring,v1,openai-gpt-4o-mini,3,2,0.651,0.66,0.509,69.26,1597,648,196,0.00017,0,1
rag-eval-011323,2026-03-28T11:42:00+00:00,security,v1,gemini-1.5-pro,5,4,0.758,0.831,0.772,92.17,1178,1245,611,0.00138,0,1
rag-eval-011324,2026-03-28T11:53:00+00:00,bigquery,v3,gemini-1.5-flash,3,3,0.484,0.725,0.871,76.82,1069,753,349,0.00095,0,1
rag-eval-011325,2026-03-28T12:04:00+00:00,cloud-run,v2,gemini-1.5-flash,10,8,0.741,0.869,0.961,85.99,1474,1209,780,0.00512,0,1
rag-eval-011326,2026-03-28T12:15:00+00:00,security,v3,gemini-1.5-flash,10,9,0.772,0.988,0.914,90.43,1189,1013,670,0.00235,0,1
rag-eval-011327,2026-03-28T12:26:00+00:00,cloud-run,v3,openai-gpt-4o-mini,8,4,0.936,1,0.851,96.93,1190,896,363,0.00257,0,1
rag-eval-011328,2026-03-28T12:37:00+00:00,security,v3,gemini-1.5-flash,8,7,0.62,0.702,0.879,52.26,1293,778,563,0.00432,0,1
rag-eval-011329,2026-03-28T12:48:00+00:00,bigquery,v2,claude-haiku,8,7,0.544,0.723,0.863,71.95,1561,897,588,0.00036,1,0
rag-eval-011330,2026-03-28T12:59:00+00:00,monitoring,v2,claude-haiku,10,7,0.702,0.571,0.912,45.45,1620,1153,400,0.00616,0,0
rag-eval-011331,2026-03-28T13:10:00+00:00,terraform,v3,claude-haiku,3,2,0.874,0.693,0.845,59.28,1134,808,425,0.00046,0,1
rag-eval-011332,2026-03-28T13:21:00+00:00,cloud-run,v3,gemini-1.5-flash,5,2,0.553,0.582,0.504,82.73,1339,920,328,0.00302,0,0
rag-eval-011333,2026-03-28T13:32:00+00:00,vertex-ai,v2,gemini-1.5-pro,5,3,0.786,0.678,0.859,77.8,1191,1195,525,0.00445,0,1
rag-eval-011334,2026-03-28T13:43:00+00:00,bigquery,v3,openai-gpt-4o-mini,8,5,0.982,1,0.927,99.97,1307,955,510,0.00119,0,1
rag-eval-011335,2026-03-28T13:54:00+00:00,security,v3,gemini-1.5-pro,3,3,0.621,0.674,0.613,75.49,849,609,311,0.00063,0,1
rag-eval-011336,2026-03-28T14:05:00+00:00,bigquery,v2,gemini-1.5-pro,3,1,0.835,0.704,0.686,54.76,602,871,329,0.00253,0,1
rag-eval-011337,2026-03-28T14:16:00+00:00,cloud-run,v2,openai-gpt-4o-mini,10,10,0.576,0.465,0.408,55.49,1276,1069,681,0.00131,1,0
rag-eval-011338,2026-03-28T14:27:00+00:00,cloud-run,v1,gemini-1.5-flash,8,7,0.629,0.723,0.714,65.84,1160,712,417,0.0035,0,1
rag-eval-011339,2026-03-28T14:38:00+00:00,vertex-ai,v1,gemini-1.5-flash,10,7,0.612,0.565,0.606,55.84,1415,1606,799,0.00618,0,0
rag-eval-011340,2026-03-28T14:49:00+00:00,bigquery,v3,claude-haiku,5,5,0.46,0.411,0.358,55.65,1270,972,273,0.00133,1,0
rag-eval-011341,2026-03-28T15:00:00+00:00,terraform,v3,gemini-1.5-pro,3,1,0.584,0.679,1,81.61,1143,914,325,0.00093,0,1
rag-eval-011342,2026-03-28T15:11:00+00:00,vertex-ai,v1,claude-haiku,5,3,0.691,0.92,1,75.38,1343,933,407,0.0012,0,1
rag-eval-011343,2026-03-28T15:22:00+00:00,cloud-run,v3,claude-haiku,3,2,1,1,1,90.42,1145,736,284,0.00221,0,1
rag-eval-011344,2026-03-28T15:33:00+00:00,bigquery,v3,openai-gpt-4o-mini,3,1,0.699,0.847,1,95.19,1137,458,161,0.00109,0,1
rag-eval-011345,2026-03-28T15:44:00+00:00,vertex-ai,v1,openai-gpt-4o-mini,3,1,0.957,0.711,0.598,64.43,1090,656,229,0.001,0,1
rag-eval-011346,2026-03-28T15:55:00+00:00,cloud-run,v2,gemini-1.5-pro,8,5,0.676,0.6,0.515,62.97,896,790,314,0.004,0,0
rag-eval-011347,2026-03-28T16:06:00+00:00,cloud-run,v1,claude-haiku,5,4,0.598,0.557,0.463,74.55,1445,950,335,0.00462,0,0
rag-eval-011348,2026-03-28T16:17:00+00:00,terraform,v2,gemini-1.5-flash,8,7,0.973,0.926,0.843,100,1269,839,504,0.0035,0,1
rag-eval-011349,2026-03-28T16:28:00+00:00,vertex-ai,v1,gemini-1.5-pro,8,6,1,1,1,100,1083,1100,492,0.00156,0,1
rag-eval-011350,2026-03-28T16:39:00+00:00,terraform,v1,gemini-1.5-flash,3,2,0.881,0.911,0.988,86.06,1039,445,225,0.00119,0,1
rag-eval-011351,2026-03-28T16:50:00+00:00,bigquery,v2,gemini-1.5-pro,8,5,0.884,0.797,0.737,79.89,1482,961,390,0.00562,0,1
rag-eval-011352,2026-03-28T17:01:00+00:00,bigquery,v3,openai-gpt-4o-mini,5,5,0.895,0.84,0.848,95.59,1391,1108,439,0.00095,0,1
rag-eval-011353,2026-03-28T17:12:00+00:00,vertex-ai,v1,claude-haiku,5,2,0.515,0.678,0.444,84.75,1358,1419,401,0.00283,0,1
rag-eval-011354,2026-03-28T17:23:00+00:00,terraform,v2,openai-gpt-4o-mini,10,9,1,0.967,0.866,100,1681,1317,492,0.00353,0,1
rag-eval-011355,2026-03-28T17:34:00+00:00,vertex-ai,v1,openai-gpt-4o-mini,10,9,0.652,0.53,0.487,59.46,1315,1499,726,0.00308,1,0
rag-eval-011356,2026-03-28T17:45:00+00:00,security,v2,gemini-1.5-flash,5,3,1,0.967,0.93,98.68,1192,682,395,0.00321,0,1
rag-eval-011357,2026-03-28T17:56:00+00:00,gke,v1,openai-gpt-4o-mini,8,8,0.47,0.769,0.823,76.77,1423,1402,634,0.00514,1,0
rag-eval-011358,2026-03-28T18:07:00+00:00,cloud-run,v2,gemini-1.5-pro,10,8,0.616,0.849,1,79.94,1471,1311,745,0.0043,0,1
rag-eval-011359,2026-03-28T18:18:00+00:00,monitoring,v2,claude-haiku,10,9,0.907,0.703,0.765,59.25,1763,1394,497,0.00065,0,1
rag-eval-011360,2026-03-28T18:29:00+00:00,security,v2,claude-haiku,10,7,0.724,0.996,1,94.64,1671,1658,599,0.00079,1,0
rag-eval-011361,2026-03-28T18:40:00+00:00,terraform,v3,openai-gpt-4o-mini,8,5,0.555,0.755,0.928,69.53,1132,1407,611,0.00251,0,1
rag-eval-011362,2026-03-28T18:51:00+00:00,vertex-ai,v1,gemini-1.5-flash,5,3,0.76,1,0.828,100,966,936,305,0.00342,0,1
rag-eval-011363,2026-03-28T19:02:00+00:00,vertex-ai,v3,gemini-1.5-flash,10,7,0.578,0.686,0.687,72.4,1542,1391,948,0.00607,0,1
rag-eval-011364,2026-03-28T19:13:00+00:00,security,v1,gemini-1.5-pro,10,7,0.405,0.319,0.239,32.37,325,900,353,0.00172,1,0
rag-eval-011365,2026-03-28T19:24:00+00:00,security,v1,openai-gpt-4o-mini,10,9,0.77,0.794,0.579,96.5,1398,1269,581,0.00152,0,1
rag-eval-011366,2026-03-28T19:35:00+00:00,terraform,v1,gemini-1.5-pro,8,7,0.605,0.358,0.254,36.72,1439,864,478,0.0005,1,0
rag-eval-011367,2026-03-28T19:46:00+00:00,gke,v2,gemini-1.5-pro,3,2,0.882,1,0.993,100,637,801,373,0.0033,0,1
rag-eval-011368,2026-03-28T19:57:00+00:00,bigquery,v1,claude-haiku,3,3,0.815,0.82,0.976,86.48,1115,677,287,0.00342,0,1
rag-eval-011369,2026-03-28T20:08:00+00:00,terraform,v1,openai-gpt-4o-mini,8,6,0.598,0.36,0.346,30.43,1471,981,381,0.00101,1,0
rag-eval-011370,2026-03-28T20:19:00+00:00,cloud-run,v3,claude-haiku,3,1,0.704,0.761,0.698,62.41,1215,990,435,0.00101,0,1
rag-eval-011371,2026-03-28T20:30:00+00:00,monitoring,v1,gemini-1.5-flash,3,1,0.586,0.682,0.632,77.23,1256,1014,482,0.00079,0,1
rag-eval-011372,2026-03-28T20:41:00+00:00,security,v2,gemini-1.5-pro,8,6,0.427,0.241,0.294,28.33,1436,809,322,0.00202,1,0
rag-eval-011373,2026-03-28T20:52:00+00:00,gke,v1,claude-haiku,5,6,0.545,0.446,0.598,42.74,1450,1212,393,0.00463,1,0
rag-eval-011374,2026-03-28T21:03:00+00:00,gke,v3,openai-gpt-4o-mini,3,1,0.816,0.918,0.87,96.22,1954,785,425,0.00217,0,0
rag-eval-011375,2026-03-28T21:14:00+00:00,vertex-ai,v3,claude-haiku,5,3,0.779,0.817,0.982,66.89,1388,709,418,0.00339,1,0
rag-eval-011376,2026-03-28T21:25:00+00:00,terraform,v2,openai-gpt-4o-mini,3,2,0.604,0.525,0.445,45.11,859,617,250,0.00293,1,0
rag-eval-011377,2026-03-28T21:36:00+00:00,gke,v2,claude-haiku,5,4,0.559,0.674,0.557,77.84,1282,1058,410,0.00128,0,1
rag-eval-011378,2026-03-28T21:47:00+00:00,cloud-run,v3,openai-gpt-4o-mini,5,3,0.556,0.586,0.757,57.41,1258,628,430,0.00192,0,0
rag-eval-011379,2026-03-28T21:58:00+00:00,terraform,v1,gemini-1.5-flash,5,4,0.537,0.579,0.579,66.51,1332,1090,431,0.00236,0,0
rag-eval-011380,2026-03-28T22:09:00+00:00,cloud-run,v1,openai-gpt-4o-mini,5,6,0.814,0.706,0.613,76.16,1341,550,300,0.00064,0,1
rag-eval-011381,2026-03-28T22:20:00+00:00,security,v3,openai-gpt-4o-mini,10,6,0.411,0.503,0.489,52.36,1503,932,645,0.00219,1,0
rag-eval-011382,2026-03-28T22:31:00+00:00,gke,v1,gemini-1.5-pro,10,7,0.518,0.543,0.543,54.0,1717,1597,744,0.0045,1,0
rag-eval-011383,2026-03-28T22:42:00+00:00,vertex-ai,v1,gemini-1.5-pro,3,1,0.831,0.865,0.991,93.42,393,843,233,0.00249,0,1
rag-eval-011384,2026-03-28T22:53:00+00:00,security,v3,claude-haiku,3,2,0.72,0.647,0.668,51.77,1347,1128,335,0.00219,0,0
rag-eval-011385,2026-03-28T23:04:00+00:00,gke,v1,gemini-1.5-pro,8,7,0.76,0.885,1,93.87,1342,959,585,0.00173,0,1
rag-eval-011386,2026-03-28T23:15:00+00:00,bigquery,v1,gemini-1.5-flash,8,7,0.912,0.744,0.739,69.28,1497,1328,461,0.00454,0,1
rag-eval-011387,2026-03-28T23:26:00+00:00,terraform,v3,gemini-1.5-pro,10,10,0.868,0.783,0.769,68.56,969,1819,766,0.00413,0,1
rag-eval-011388,2026-03-28T23:37:00+00:00,cloud-run,v1,claude-haiku,3,3,0.811,0.891,0.896,69.49,1375,458,220,0.00097,0,1
rag-eval-011389,2026-03-28T23:48:00+00:00,gke,v2,openai-gpt-4o-mini,10,8,1,1,1,82.64,1542,1207,625,0.00107,0,1
rag-eval-011390,2026-03-28T23:59:00+00:00,bigquery,v1,openai-gpt-4o-mini,3,1,0.66,0.755,0.814,87.35,1220,804,368,0.00097,0,1
rag-eval-011391,2026-03-29T00:10:00+00:00,bigquery,v2,gemini-1.5-flash,3,2,0.875,0.814,1,83.06,1433,830,419,0.0032,0,1
rag-eval-011392,2026-03-29T00:21:00+00:00,security,v2,openai-gpt-4o-mini,10,9,0.481,0.698,0.597,69.98,1544,1638,575,0.00524,0,1
rag-eval-011393,2026-03-29T00:32:00+00:00,vertex-ai,v3,claude-haiku,8,7,0.214,0.339,0.242,24.68,1426,1277,509,0.00426,1,0
rag-eval-011394,2026-03-29T00:43:00+00:00,cloud-run,v1,gemini-1.5-pro,10,11,0.36,0.071,0.031,5.9,1379,1487,728,0.0032,1,0
rag-eval-011395,2026-03-29T00:54:00+00:00,security,v1,gemini-1.5-flash,5,5,0.556,0.3,0.504,31.6,863,687,245,0.0022,1,0
rag-eval-011396,2026-03-29T01:05:00+00:00,gke,v1,gemini-1.5-pro,3,2,0.314,0.193,0.053,0,1605,672,396,0.00366,1,0
rag-eval-011397,2026-03-29T01:16:00+00:00,monitoring,v3,claude-haiku,8,6,0.764,0.637,0.665,64.97,1569,819,519,0.00288,1,0
rag-eval-011398,2026-03-29T01:27:00+00:00,vertex-ai,v1,openai-gpt-4o-mini,5,3,0.76,0.841,0.832,74.17,1146,963,310,0.00208,0,1
rag-eval-011399,2026-03-29T01:38:00+00:00,vertex-ai,v2,gemini-1.5-pro,3,1,0.804,0.587,0.797,54.1,1004,943,291,0.00103,0,0
rag-eval-011400,2026-03-29T01:49:00+00:00,gke,v2,gemini-1.5-flash,10,8,0.746,0.557,0.418,45.25,1548,1517,709,0.00328,0,0
rag-eval-011401,2026-03-29T02:00:00+00:00,security,v1,gemini-1.5-flash,3,1,0.679,0.825,0.802,76.34,1115,647,273,0.00273,0,1
rag-eval-011402,2026-03-29T02:11:00+00:00,vertex-ai,v2,claude-haiku,8,8,0.467,0.659,0.536,84.03,1508,1187,393,0.00576,1,0
rag-eval-011403,2026-03-29T02:22:00+00:00,monitoring,v3,openai-gpt-4o-mini,8,6,0.52,0.699,0.822,45.17,1241,1092,532,0.00365,0,1
rag-eval-011404,2026-03-29T02:33:00+00:00,gke,v2,openai-gpt-4o-mini,10,8,0.787,0.461,0.513,21.83,1573,1622,810,0.00496,1,0
rag-eval-011405,2026-03-29T02:44:00+00:00,vertex-ai,v3,gemini-1.5-flash,5,4,0.431,0.537,0.512,32.9,511,895,484,0.00371,1,0
rag-eval-011406,2026-03-29T02:55:00+00:00,bigquery,v1,gemini-1.5-pro,10,7,0.652,0.626,0.524,70.1,1211,1534,674,0.00257,0,0
rag-eval-011407,2026-03-29T03:06:00+00:00,gke,v2,gemini-1.5-flash,8,9,0.681,0.433,0.342,43.79,1156,1000,328,0.00305,1,0
rag-eval-011408,2026-03-29T03:17:00+00:00,cloud-run,v3,openai-gpt-4o-mini,8,7,0.683,0.583,0.606,55.37,1310,1436,571,0.00482,0,0
rag-eval-011409,2026-03-29T03:28:00+00:00,security,v1,gemini-1.5-pro,5,5,0.717,0.671,0.548,68.8,781,815,470,0.00045,0,1
rag-eval-011410,2026-03-29T03:39:00+00:00,vertex-ai,v3,gemini-1.5-flash,10,8,0.684,0.726,0.729,77.32,1714,993,426,0.00276,0,1
rag-eval-011411,2026-03-29T03:50:00+00:00,gke,v1,gemini-1.5-pro,8,6,0.636,0.51,0.514,45.63,1428,1184,419,0.00564,1,0
rag-eval-011412,2026-03-29T04:01:00+00:00,cloud-run,v2,gemini-1.5-pro,3,1,0.521,0.37,0.243,40.93,1135,614,241,0.00119,1,0
rag-eval-011413,2026-03-29T04:12:00+00:00,vertex-ai,v2,claude-haiku,10,9,0.582,0.593,0.514,45.15,1901,1130,378,0.00201,0,0
rag-eval-011414,2026-03-29T04:23:00+00:00,monitoring,v3,gemini-1.5-flash,5,5,0.588,0.547,0.603,47.35,889,1021,532,0.00394,1,0
rag-eval-011415,2026-03-29T04:34:00+00:00,vertex-ai,v2,claude-haiku,10,7,0.769,0.973,1,98.96,1546,1190,499,0.00178,0,1
rag-eval-011416,2026-03-29T04:45:00+00:00,security,v3,claude-haiku,3,2,1,0.894,0.933,68.09,1224,604,254,0.0004,0,1
rag-eval-011417,2026-03-29T04:56:00+00:00,security,v2,claude-haiku,10,8,0.742,0.727,0.647,71.56,1247,1157,370,0.00605,0,1
rag-eval-011418,2026-03-29T05:07:00+00:00,bigquery,v3,claude-haiku,10,11,0.795,0.566,0.355,63.26,1794,1213,584,0.00347,0,0
rag-eval-011419,2026-03-29T05:18:00+00:00,bigquery,v3,openai-gpt-4o-mini,3,1,0.393,0.294,0.1,17.2,839,628,244,0.00272,1,0
rag-eval-011420,2026-03-29T05:29:00+00:00,cloud-run,v2,gemini-1.5-flash,3,3,0.859,0.94,0.813,82.4,1146,548,236,0.00268,0,1
rag-eval-011421,2026-03-29T05:40:00+00:00,security,v3,gemini-1.5-pro,3,3,0.886,0.825,0.71,71.82,1307,1133,431,0.00159,0,1
rag-eval-011422,2026-03-29T05:51:00+00:00,vertex-ai,v3,claude-haiku,10,10,0.588,0.874,0.707,91.24,1355,1207,558,0.00505,0,1
rag-eval-011423,2026-03-29T06:02:00+00:00,bigquery,v1,openai-gpt-4o-mini,3,1,1,0.846,0.973,52.7,1252,793,372,0.00234,0,1
rag-eval-011424,2026-03-29T06:13:00+00:00,vertex-ai,v1,gemini-1.5-pro,8,6,0.686,0.664,0.716,77.22,1487,1013,500,0.00228,0,1
rag-eval-011425,2026-03-29T06:24:00+00:00,bigquery,v3,claude-haiku,10,10,0.628,0.665,0.674,72.46,1333,1495,584,0.00491,0,1
rag-eval-011426,2026-03-29T06:35:00+00:00,bigquery,v2,gemini-1.5-flash,8,9,0.766,0.923,0.873,87.58,1727,1054,449,0.00177,0,1
rag-eval-011427,2026-03-29T06:46:00+00:00,gke,v1,claude-haiku,5,4,0.918,0.755,0.9,69.33,1132,918,454,0.00185,0,1
rag-eval-011428,2026-03-29T06:57:00+00:00,bigquery,v3,gemini-1.5-flash,10,9,0.992,0.971,0.947,97.63,1403,1288,394,0.00579,0,1
rag-eval-011429,2026-03-29T07:08:00+00:00,gke,v1,gemini-1.5-pro,8,8,1,1,0.92,100,1453,1590,792,0.00498,0,1
rag-eval-011430,2026-03-29T07:19:00+00:00,gke,v2,openai-gpt-4o-mini,10,9,0.506,0.739,0.897,95.52,1496,1576,895,0.00728,0,1
rag-eval-011431,2026-03-29T07:30:00+00:00,vertex-ai,v3,gemini-1.5-flash,5,6,0.899,0.905,0.894,96.96,1186,621,245,0.00197,0,1
rag-eval-011432,2026-03-29T07:41:00+00:00,terraform,v1,claude-haiku,8,7,0.57,0.716,0.629,56.49,865,1190,502,0.00376,0,1
rag-eval-011433,2026-03-29T07:52:00+00:00,monitoring,v2,openai-gpt-4o-mini,8,5,0.497,0.451,0.268,43.7,1596,1405,705,0.00308,1,0
rag-eval-011434,2026-03-29T08:03:00+00:00,cloud-run,v3,gemini-1.5-pro,5,6,0.443,0.659,0.593,68.64,1067,1176,522,0.00125,1,0
rag-eval-011435,2026-03-29T08:14:00+00:00,vertex-ai,v1,openai-gpt-4o-mini,8,8,0.648,0.352,0.305,31.23,1246,1262,426,0.00492,1,0
rag-eval-011436,2026-03-29T08:25:00+00:00,gke,v1,claude-haiku,10,11,0.67,0.405,0.247,24.5,926,1563,449,0.00238,1,0
rag-eval-011437,2026-03-29T08:36:00+00:00,vertex-ai,v3,gemini-1.5-flash,10,8,0.783,0.655,0.536,70.11,1424,1875,611,0.00698,0,1
rag-eval-011438,2026-03-29T08:47:00+00:00,terraform,v1,openai-gpt-4o-mini,10,8,0.466,0.415,0.213,50.22,1433,1701,525,0.00042,1,0
rag-eval-011439,2026-03-29T08:58:00+00:00,security,v1,claude-haiku,5,4,0.797,1,0.93,92.74,1347,1174,638,0.00252,1,0
rag-eval-011440,2026-03-29T09:09:00+00:00,gke,v2,gemini-1.5-flash,5,2,0.653,0.573,0.697,65.05,1416,719,246,0.00361,0,0
rag-eval-011441,2026-03-29T09:20:00+00:00,bigquery,v3,gemini-1.5-flash,8,6,0.834,1,1,100,1486,1304,738,0.00628,0,1
rag-eval-011442,2026-03-29T09:31:00+00:00,cloud-run,v1,openai-gpt-4o-mini,10,10,0.482,0.457,0.457,55.97,1141,1046,625,0.00449,1,0
rag-eval-011443,2026-03-29T09:42:00+00:00,vertex-ai,v2,claude-haiku,10,10,0.719,0.668,0.455,65.22,1356,1342,401,0.00464,0,1
rag-eval-011444,2026-03-29T09:53:00+00:00,security,v2,openai-gpt-4o-mini,10,8,0.797,0.622,0.587,83.95,1153,1376,490,0.0038,0,0
rag-eval-011445,2026-03-29T10:04:00+00:00,monitoring,v3,gemini-1.5-flash,8,7,0.888,0.654,0.836,73.96,1518,1488,473,0.00043,0,1
rag-eval-011446,2026-03-29T10:15:00+00:00,monitoring,v1,gemini-1.5-flash,8,7,0.538,0.671,0.78,76.5,1063,1148,656,0.0004,0,1
rag-eval-011447,2026-03-29T10:26:00+00:00,terraform,v2,gemini-1.5-pro,5,4,0.852,0.757,0.64,64.79,847,793,268,0.0013,0,1
rag-eval-011448,2026-03-29T10:37:00+00:00,terraform,v1,openai-gpt-4o-mini,3,2,1,1,0.943,97.09,1251,704,398,0.00336,0,1
rag-eval-011449,2026-03-29T10:48:00+00:00,bigquery,v2,gemini-1.5-pro,3,1,0.638,0.462,0.569,36.16,1292,776,385,0.00023,1,0
rag-eval-011450,2026-03-29T10:59:00+00:00,vertex-ai,v2,gemini-1.5-flash,5,3,0.611,0.553,0.471,71.59,1055,1042,405,0.00128,0,0
rag-eval-011451,2026-03-29T11:10:00+00:00,bigquery,v2,openai-gpt-4o-mini,3,3,0.888,0.985,0.906,83.23,1032,832,387,0.00238,0,1
rag-eval-011452,2026-03-29T11:21:00+00:00,gke,v1,gemini-1.5-flash,10,9,0.532,0.466,0.389,46.49,1139,1313,388,0.00608,1,0
rag-eval-011453,2026-03-29T11:32:00+00:00,cloud-run,v1,claude-haiku,10,8,0.394,0.24,0.344,29.01,1339,1228,382,0.00443,1,0
rag-eval-011454,2026-03-29T11:43:00+00:00,bigquery,v2,claude-haiku,5,4,0.967,0.948,1,86.85,747,1146,493,0.00054,0,1
rag-eval-011455,2026-03-29T11:54:00+00:00,vertex-ai,v1,gemini-1.5-flash,10,8,0.569,0.707,0.639,86.23,1262,930,551,0.00248,0,1
rag-eval-011456,2026-03-29T12:05:00+00:00,bigquery,v1,openai-gpt-4o-mini,8,6,0.782,0.825,0.676,71.33,1488,1399,402,0.00404,0,1
rag-eval-011457,2026-03-29T12:16:00+00:00,vertex-ai,v3,gemini-1.5-pro,3,3,0.687,0.748,0.932,66.41,928,953,372,0.00169,0,1
rag-eval-011458,2026-03-29T12:27:00+00:00,gke,v2,gemini-1.5-pro,3,2,0.901,1,0.976,94.55,958,464,285,0.00033,0,1
rag-eval-011459,2026-03-29T12:38:00+00:00,monitoring,v2,claude-haiku,10,7,0.821,0.872,0.859,86.3,1469,1528,516,0.0021,0,1
rag-eval-011460,2026-03-29T12:49:00+00:00,gke,v1,openai-gpt-4o-mini,3,2,0.771,0.848,0.772,87.9,1275,1015,488,0.00309,0,1
rag-eval-011461,2026-03-29T13:00:00+00:00,security,v1,openai-gpt-4o-mini,3,2,0.714,0.785,0.691,48.82,1336,598,455,0.00144,0,1
rag-eval-011462,2026-03-29T13:11:00+00:00,vertex-ai,v3,claude-haiku,8,6,0.692,0.803,0.966,80.65,1316,1073,454,0.00419,0,1
rag-eval-011463,2026-03-29T13:22:00+00:00,bigquery,v1,claude-haiku,10,6,0.938,0.846,0.699,90.92,1395,1460,623,0.00407,0,1
rag-eval-011464,2026-03-29T13:33:00+00:00,terraform,v3,claude-haiku,10,6,0.7,0.83,0.952,85.44,1479,1014,690,0.00281,0,1
rag-eval-011465,2026-03-29T13:44:00+00:00,cloud-run,v2,gemini-1.5-flash,8,8,0.553,0.643,0.789,62.08,1366,936,381,0.0038,0,0
rag-eval-011466,2026-03-29T13:55:00+00:00,bigquery,v3,gemini-1.5-flash,10,10,0.658,0.849,0.832,66.03,1519,1067,551,0.00427,0,1
rag-eval-011467,2026-03-29T14:06:00+00:00,terraform,v2,claude-haiku,5,3,0.827,0.68,0.491,70.81,1373,1424,586,0.00074,0,1
rag-eval-011468,2026-03-29T14:17:00+00:00,gke,v2,openai-gpt-4o-mini,3,2,0.763,0.949,0.787,78.94,826,559,247,0.00113,0,1
rag-eval-011469,2026-03-29T14:28:00+00:00,cloud-run,v3,openai-gpt-4o-mini,3,3,0.827,0.807,0.811,72.28,883,706,397,0.00067,0,1
rag-eval-011470,2026-03-29T14:39:00+00:00,terraform,v1,openai-gpt-4o-mini,8,6,0.351,0.44,0.522,55.24,1739,1052,391,0.00145,1,0
rag-eval-011471,2026-03-29T14:50:00+00:00,monitoring,v2,claude-haiku,3,2,0.852,0.992,1,91.83,1057,861,435,0.00463,0,1
rag-eval-011472,2026-03-29T15:01:00+00:00,gke,v3,claude-haiku,3,1,0.657,0.802,0.64,71.11,960,454,190,0.00078,0,1
rag-eval-011473,2026-03-29T15:12:00+00:00,terraform,v1,gemini-1.5-flash,8,8,1,0.882,0.871,89.16,1169,1031,413,0.00222,0,1
rag-eval-011474,2026-03-29T15:23:00+00:00,monitoring,v2,gemini-1.5-pro,8,7,0.69,1,0.96,83.75,1166,1082,588,0.00518,0,1
